,timeframe,short,long,pnl,winning,losing,take_prof,stop_loss
336,5min,9,20,1660.007705314011,310,382,0.001956521739130435,0.0015458937198067635
337,5min,9,30,1657.7807608695643,265,297,0.001956521739130435,0.0015458937198067635
338,5min,9,50,1244.879492753623,219,220,0.001956521739130435,0.0015458937198067635
339,5min,9,100,1277.2422644927535,153,126,0.001956521739130435,0.0015458937198067635
340,5min,14,20,1978.030935990338,269,265,0.001956521739130435,0.0015458937198067635
341,5min,14,30,1840.6667149758453,234,220,0.001956521739130435,0.0015458937198067635
342,5min,14,50,1618.626038647344,188,153,0.001956521739130435,0.0015458937198067635
343,5min,14,100,1108.1621256038643,124,93,0.001956521739130435,0.0015458937198067635
344,5min,20,30,1477.554335748793,205,184,0.001956521739130435,0.0015458937198067635
345,5min,20,50,1666.5783333333343,171,118,0.001956521739130435,0.0015458937198067635
346,5min,20,100,1027.958405797101,113,80,0.001956521739130435,0.0015458937198067635
347,5min,30,50,1217.5368176328502,132,97,0.001956521739130435,0.0015458937198067635
348,5min,30,100,1008.9442028985511,86,49,0.001956521739130435,0.0015458937198067635
349,5min,50,100,1073.7771799516909,84,43,0.001956521739130435,0.0015458937198067635
350,5min,9,20,1380.519893719808,310,382,0.001956521739130435,0.0017584541062801934
351,5min,9,30,1440.9371038647348,265,297,0.001956521739130435,0.0017584541062801934
352,5min,9,50,1022.8246859903384,219,220,0.001956521739130435,0.0017584541062801934
353,5min,9,100,1101.4563514492759,153,126,0.001956521739130435,0.0017584541062801934
354,5min,14,20,1733.9151147342998,269,265,0.001956521739130435,0.0017584541062801934
355,5min,14,30,1607.6618743961358,234,220,0.001956521739130435,0.0017584541062801934
356,5min,14,50,1450.8593816425125,188,153,0.001956521739130435,0.0017584541062801934
357,5min,14,100,971.3409951690826,124,93,0.001956521739130435,0.0017584541062801934
358,5min,20,30,1271.224857487923,205,184,0.001956521739130435,0.0017584541062801934
359,5min,20,50,1505.239985507247,171,118,0.001956521739130435,0.0017584541062801934
360,5min,20,100,818.0091256038646,113,80,0.001956521739130435,0.0017584541062801934
361,5min,30,50,1080.6449480676333,132,97,0.001956521739130435,0.0017584541062801934
362,5min,30,100,912.3850917874396,86,49,0.001956521739130435,0.0017584541062801934
363,5min,50,100,1010.4544794685994,84,43,0.001956521739130435,0.0017584541062801934
364,5min,9,20,1169.6456956521752,310,382,0.001956521739130435,0.0019710144927536236
365,5min,9,30,1276.5067318840581,265,297,0.001956521739130435,0.0019710144927536236
366,5min,9,50,821.9570869565218,219,220,0.001956521739130435,0.0019710144927536236
367,5min,9,100,972.1516268115936,153,126,0.001956521739130435,0.0019710144927536236
368,5min,14,20,1527.8697572463773,269,265,0.001956521739130435,0.0019710144927536236
369,5min,14,30,1410.4191014492756,234,220,0.001956521739130435,0.0019710144927536236
370,5min,14,50,1240.3097971014495,188,153,0.001956521739130435,0.0019710144927536236
371,5min,14,100,845.4267536231883,124,93,0.001956521739130435,0.0019710144927536236
372,5min,20,30,1068.1171376811596,205,184,0.001956521739130435,0.0019710144927536236
373,5min,20,50,1419.2735797101457,171,118,0.001956521739130435,0.0019710144927536236
374,5min,20,100,731.7938260869561,113,80,0.001956521739130435,0.0019710144927536236
375,5min,30,50,959.6325181159426,132,97,0.001956521739130435,0.0019710144927536236
376,5min,30,100,828.1753623188406,86,49,0.001956521739130435,0.0019710144927536236
377,5min,50,100,953.420851449275,84,43,0.001956521739130435,0.0019710144927536236
378,5min,9,20,1028.7824734299525,310,382,0.001956521739130435,0.0021835748792270533
379,5min,9,30,1041.9831714975844,265,297,0.001956521739130435,0.0021835748792270533
380,5min,9,50,639.5313091787441,219,220,0.001956521739130435,0.0021835748792270533
381,5min,9,100,810.8970229468598,153,126,0.001956521739130435,0.0021835748792270533
382,5min,14,20,1350.3655495169085,269,265,0.001956521739130435,0.0021835748792270533
383,5min,14,30,1259.641806763285,234,220,0.001956521739130435,0.0021835748792270533
384,5min,14,50,1092.1870386473427,188,153,0.001956521739130435,0.0021835748792270533
385,5min,14,100,699.0691352657007,124,93,0.001956521739130435,0.0021835748792270533
386,5min,20,30,771.2390603864733,205,184,0.001956521739130435,0.0021835748792270533
387,5min,20,50,1320.2489661835762,171,118,0.001956521739130435,0.0021835748792270533
388,5min,20,100,608.6145797101447,113,80,0.001956521739130435,0.0021835748792270533
389,5min,30,50,841.880039855073,132,97,0.001956521739130435,0.0021835748792270533
390,5min,30,100,732.909589371981,86,49,0.001956521739130435,0.0021835748792270533
391,5min,50,100,875.7637644927538,84,43,0.001956521739130435,0.0021835748792270533
392,5min,9,20,945.7525072463774,310,382,0.001956521739130435,0.0023961352657004835
393,5min,9,30,932.0986545893721,265,297,0.001956521739130435,0.0023961352657004835
394,5min,9,50,521.6933478260868,219,220,0.001956521739130435,0.0023961352657004835
395,5min,9,100,666.9758683574881,153,126,0.001956521739130435,0.0023961352657004835
396,5min,14,20,1233.9790809178746,269,265,0.001956521739130435,0.0023961352657004835
397,5min,14,30,1133.2512657004834,234,220,0.001956521739130435,0.0023961352657004835
398,5min,14,50,998.7602512077293,188,153,0.001956521739130435,0.0023961352657004835
399,5min,14,100,583.6403188405798,124,93,0.001956521739130435,0.0023961352657004835
400,5min,20,30,610.5462101449274,205,184,0.001956521739130435,0.0023961352657004835
401,5min,20,50,1218.3714251207734,171,118,0.001956521739130435,0.0023961352657004835
402,5min,20,100,525.1670434782609,113,80,0.001956521739130435,0.0023961352657004835
403,5min,30,50,720.3132524154593,132,97,0.001956521739130435,0.0023961352657004835
404,5min,30,100,642.7507729468599,86,49,0.001956521739130435,0.0023961352657004835
405,5min,50,100,814.286039855073,84,43,0.001956521739130435,0.0023961352657004835
406,5min,9,20,805.2050000000007,310,382,0.001956521739130435,0.0026086956521739132
407,5min,9,30,801.1925000000007,265,297,0.001956521739130435,0.0026086956521739132
408,5min,9,50,411.52282608695657,219,220,0.001956521739130435,0.0026086956521739132
409,5min,9,100,577.9388586956525,153,126,0.001956521739130435,0.0026086956521739132
410,5min,14,20,1087.4805978260874,269,265,0.001956521739130435,0.0026086956521739132
411,5min,14,30,1041.8667391304346,234,220,0.001956521739130435,0.0026086956521739132
412,5min,14,50,906.8156521739129,188,153,0.001956521739130435,0.0026086956521739132
413,5min,14,100,506.1932608695653,124,93,0.001956521739130435,0.0026086956521739132
414,5min,20,30,510.3525000000002,205,184,0.001956521739130435,0.0026086956521739132
415,5min,20,50,1134.6245652173907,171,118,0.001956521739130435,0.0026086956521739132
416,5min,20,100,457.450652173913,113,80,0.001956521739130435,0.0026086956521739132
417,5min,30,50,633.3780978260875,132,97,0.001956521739130435,0.0026086956521739132
418,5min,30,100,563.9634782608697,86,49,0.001956521739130435,0.0026086956521739132
419,5min,50,100,774.3550543478262,84,43,0.001956521739130435,0.0026086956521739132
420,5min,9,20,3685.7168967391303,298,394,0.0020652173913043477,0.0006956521739130435
421,5min,9,30,3340.112396739131,257,305,0.0020652173913043477,0.0006956521739130435
422,5min,9,50,2946.1050271739136,213,226,0.0020652173913043477,0.0006956521739130435
423,5min,9,100,2113.6304239130436,145,134,0.0020652173913043477,0.0006956521739130435
424,5min,14,20,3615.8704184782587,259,275,0.0020652173913043477,0.0006956521739130435
425,5min,14,30,3371.1403532608733,230,224,0.0020652173913043477,0.0006956521739130435
426,5min,14,50,2731.104701086958,183,158,0.0020652173913043477,0.0006956521739130435
427,5min,14,100,1842.2579673913053,118,99,0.0020652173913043477,0.0006956521739130435
428,5min,20,30,2926.574733695656,201,188,0.0020652173913043477,0.0006956521739130435
429,5min,20,50,2643.562625000001,168,121,0.0020652173913043477,0.0006956521739130435
430,5min,20,100,1689.674277173913,109,84,0.0020652173913043477,0.0006956521739130435
431,5min,30,50,2005.0932228260879,128,101,0.0020652173913043477,0.0006956521739130435
432,5min,30,100,1483.3858206521736,85,50,0.0020652173913043477,0.0006956521739130435
433,5min,50,100,1442.7585706521738,82,45,0.0020652173913043477,0.0006956521739130435
434,5min,9,20,3052.459249396132,298,394,0.0020652173913043477,0.0009082125603864735
435,5min,9,30,2740.071812198067,257,305,0.0020652173913043477,0.0009082125603864735
436,5min,9,50,2437.4751092995148,213,226,0.0020652173913043477,0.0009082125603864735
437,5min,9,100,1800.899443236715,145,134,0.0020652173913043477,0.0009082125603864735
438,5min,14,20,3072.348205917874,259,275,0.0020652173913043477,0.0009082125603864735
439,5min,14,30,2913.2375464975835,230,224,0.0020652173913043477,0.0009082125603864735
440,5min,14,50,2409.705889492754,183,158,0.0020652173913043477,0.0009082125603864735
441,5min,14,100,1609.9654263285029,118,99,0.0020652173913043477,0.0009082125603864735
442,5min,20,30,2542.677521135266,201,188,0.0020652173913043477,0.0009082125603864735
443,5min,20,50,2392.4809196859933,168,121,0.0020652173913043477,0.0009082125603864735
444,5min,20,100,1517.0545911835745,109,84,0.0020652173913043477,0.0009082125603864735
445,5min,30,50,1788.565329106281,128,101,0.0020652173913043477,0.0009082125603864735
446,5min,30,100,1376.7765839371978,85,50,0.0020652173913043477,0.0009082125603864735
447,5min,50,100,1334.029870169082,82,45,0.0020652173913043477,0.0009082125603864735
448,5min,9,20,2488.0466358695644,298,394,0.0020652173913043477,0.0011207729468599035
449,5min,9,30,2325.57910205314,257,305,0.0020652173913043477,0.0011207729468599035
450,5min,9,50,1975.8216358695654,213,226,0.0020652173913043477,0.0011207729468599035
451,5min,9,100,1557.162559178744,145,134,0.0020652173913043477,0.0011207729468599035
452,5min,14,20,2629.696389492753,259,275,0.0020652173913043477,0.0011207729468599035
453,5min,14,30,2563.4956769323667,230,224,0.0020652173913043477,0.0011207729468599035
454,5min,14,50,2088.7290199275362,183,158,0.0020652173913043477,0.0011207729468599035
455,5min,14,100,1412.6165857487927,118,99,0.0020652173913043477,0.0011207729468599035
456,5min,20,30,2204.14548731884,201,188,0.0020652173913043477,0.0011207729468599035
457,5min,20,50,2137.325939009663,168,121,0.0020652173913043477,0.0011207729468599035
458,5min,20,100,1350.6201032608694,109,84,0.0020652173913043477,0.0011207729468599035
459,5min,30,50,1594.1249522946873,128,101,0.0020652173913043477,0.0011207729468599035
460,5min,30,100,1272.3809027777772,85,50,0.0020652173913043477,0.0011207729468599035
461,5min,50,100,1254.4851407004828,82,45,0.0020652173913043477,0.0011207729468599035
462,5min,9,20,1995.4665634057956,298,394,0.0020652173913043477,0.0013333333333333335
463,5min,9,30,1928.590367753623,257,305,0.0020652173913043477,0.0013333333333333335
464,5min,9,50,1607.7555199275362,213,226,0.0020652173913043477,0.0013333333333333335
465,5min,9,100,1345.798655797101,145,134,0.0020652173913043477,0.0013333333333333335
466,5min,14,20,2230.1840706521743,259,275,0.0020652173913043477,0.0013333333333333335
467,5min,14,30,2223.432106884057,230,224,0.0020652173913043477,0.0013333333333333335
468,5min,14,50,1837.7918315217387,183,158,0.0020652173913043477,0.0013333333333333335
469,5min,14,100,1196.035271739131,118,99,0.0020652173913043477,0.0013333333333333335
470,5min,20,30,1844.6502119565207,201,188,0.0020652173913043477,0.0013333333333333335
471,5min,20,50,1930.2225090579707,168,121,0.0020652173913043477,0.0013333333333333335
472,5min,20,100,1180.185567028985,109,84,0.0020652173913043477,0.0013333333333333335
473,5min,30,50,1415.3395126811595,128,101,0.0020652173913043477,0.0013333333333333335
474,5min,30,100,1172.9497771739127,85,50,0.0020652173913043477,0.0013333333333333335
475,5min,50,100,1176.6344112318836,82,45,0.0020652173913043477,0.0013333333333333335
476,5min,9,20,1652.2880948067627,298,394,0.0020652173913043477,0.0015458937198067635
477,5min,9,30,1684.2938556763283,257,305,0.0020652173913043477,0.0015458937198067635
478,5min,9,50,1296.934640700483,213,226,0.0020652173913043477,0.0015458937198067635
479,5min,9,100,1135.2392934782613,145,134,0.0020652173913043477,0.0015458937198067635
480,5min,14,20,1964.4213073671485,259,275,0.0020652173913043477,0.0015458937198067635
481,5min,14,30,1979.9804498792266,230,224,0.0020652173913043477,0.0015458937198067635
482,5min,14,50,1648.2401117149757,183,158,0.0020652173913043477,0.0015458937198067635
483,5min,14,100,1033.099136473429,118,99,0.0020652173913043477,0.0015458937198067635
484,5min,20,30,1574.5516515700472,201,188,0.0020652173913043477,0.0015458937198067635
485,5min,20,50,1753.4083544685998,168,121,0.0020652173913043477,0.0015458937198067635
486,5min,20,100,1006.913571859903,109,84,0.0020652173913043477,0.0015458937198067635
487,5min,30,50,1230.7022373188408,128,101,0.0020652173913043477,0.0015458937198067635
488,5min,30,100,1071.0660235507246,85,50,0.0020652173913043477,0.0015458937198067635
489,5min,50,100,1099.02607789855,82,45,0.0020652173913043477,0.0015458937198067635
490,5min,9,20,1345.1251962560384,298,394,0.0020652173913043477,0.0017584541062801934
491,5min,9,30,1471.9297397342991,257,305,0.0020652173913043477,0.0017584541062801934
492,5min,9,50,1072.2256986714976,213,226,0.0020652173913043477,0.0017584541062801934
493,5min,9,100,950.6477282608695,145,134,0.0020652173913043477,0.0017584541062801934
494,5min,14,20,1727.6510078502406,259,275,0.0020652173913043477,0.0017584541062801934
495,5min,14,30,1740.4264112318833,230,224,0.0020652173913043477,0.0017584541062801934
496,5min,14,50,1469.2149281400957,183,158,0.0020652173913043477,0.0017584541062801934
497,5min,14,100,885.3206727053139,118,99,0.0020652173913043477,0.0017584541062801934
498,5min,20,30,1361.4495742753606,201,188,0.0020652173913043477,0.0017584541062801934
499,5min,20,50,1585.43264915459,168,121,0.0020652173913043477,0.0017584541062801934
500,5min,20,100,787.8622964975845,109,84,0.0020652173913043477,0.0017584541062801934
501,5min,30,50,1089.3498363526571,128,101,0.0020652173913043477,0.0017584541062801934
502,5min,30,100,972.2614776570042,85,50,0.0020652173913043477,0.0017584541062801934
503,5min,50,100,1031.3685271739128,82,45,0.0020652173913043477,0.0017584541062801934
504,5min,9,20,1127.5201141304346,298,394,0.0020652173913043477,0.0019710144927536236
505,5min,9,30,1300.6674112318838,257,305,0.0020652173913043477,0.0019710144927536236
506,5min,9,50,874.0037807971011,213,226,0.0020652173913043477,0.0019710144927536236
507,5min,9,100,802.1810036231883,145,134,0.0020652173913043477,0.0019710144927536236
508,5min,14,20,1517.1404474637675,259,275,0.0020652173913043477,0.0019710144927536236
509,5min,14,30,1536.6344402173902,230,224,0.0020652173913043477,0.0019710144927536236
510,5min,14,50,1260.47991847826,183,158,0.0020652173913043477,0.0019710144927536236
511,5min,14,100,742.0927499999992,118,99,0.0020652173913043477,0.0019710144927536236
512,5min,20,30,1157.6256032608683,201,188,0.0020652173913043477,0.0019710144927536236
513,5min,20,50,1492.8288858695655,168,121,0.0020652173913043477,0.0019710144927536236
514,5min,20,100,692.545001811594,109,84,0.0020652173913043477,0.0019710144927536236
515,5min,30,50,963.8587590579706,128,101,0.0020652173913043477,0.0019710144927536236
516,5min,30,100,885.8063134057967,85,50,0.0020652173913043477,0.0019710144927536236
517,5min,50,100,970.0000489130423,82,45,0.0020652173913043477,0.0019710144927536236
518,5min,9,20,979.9260078502413,298,394,0.0020652173913043477,0.0021835748792270533
519,5min,9,30,1059.3118943236711,257,305,0.0020652173913043477,0.0021835748792270533
520,5min,9,50,689.423172101449,213,226,0.0020652173913043477,0.0021835748792270533
521,5min,9,100,642.2517379227048,145,134,0.0020652173913043477,0.0021835748792270533
522,5min,14,20,1335.1710368357476,259,275,0.0020652173913043477,0.0021835748792270533
523,5min,14,30,1388.154730072463,230,224,0.0020652173913043477,0.0021835748792270533
524,5min,14,50,1107.960362922705,183,158,0.0020652173913043477,0.0021835748792270533
525,5min,14,100,600.8806388888881,118,99,0.0020652173913043477,0.0021835748792270533
526,5min,20,30,860.8348496376808,201,188,0.0020652173913043477,0.0021835748792270533
527,5min,20,50,1393.138765096619,168,121,0.0020652173913043477,0.0021835748792270533
528,5min,20,100,561.4856105072463,109,84,0.0020652173913043477,0.0021835748792270533
529,5min,30,50,852.38555615942,128,101,0.0020652173913043477,0.0021835748792270533
530,5min,30,100,788.2951056763286,85,50,0.0020652173913043477,0.0021835748792270533
531,5min,50,100,888.0081117149757,82,45,0.0020652173913043477,0.0021835748792270533
532,5min,9,20,890.1651576086953,298,394,0.0020652173913043477,0.0023961352657004835
533,5min,9,30,942.5954208937194,257,305,0.0020652173913043477,0.0023961352657004835
534,5min,9,50,569.4303798309172,213,226,0.0020652173913043477,0.0023961352657004835
535,5min,9,100,482.9681340579707,145,134,0.0020652173913043477,0.0023961352657004835
536,5min,14,20,1214.3193653381634,259,275,0.0020652173913043477,0.0023961352657004835
537,5min,14,30,1257.4876865942026,230,224,0.0020652173913043477,0.0023961352657004835
538,5min,14,50,1017.268759057971,183,158,0.0020652173913043477,0.0023961352657004835
539,5min,14,100,474.12904951690797,118,99,0.0020652173913043477,0.0023961352657004835
540,5min,20,30,697.912134661835,201,188,0.0020652173913043477,0.0023961352657004835
541,5min,20,50,1286.9817457729466,168,121,0.0020652173913043477,0.0023961352657004835
542,5min,20,100,471.2939583333334,109,84,0.0020652173913043477,0.0023961352657004835
543,5min,30,50,730.8187687198061,128,101,0.0020652173913043477,0.0023961352657004835
544,5min,30,100,695.8908544685987,85,50,0.0020652173913043477,0.0023961352657004835
545,5min,50,100,822.1955368357487,82,45,0.0020652173913043477,0.0023961352657004835
546,5min,9,20,742.8867663043474,298,394,0.0020652173913043477,0.0026086956521739132
547,5min,9,30,804.8573097826093,257,305,0.0020652173913043477,0.0026086956521739132
548,5min,9,50,473.05067934782585,213,226,0.0020652173913043477,0.0026086956521739132
549,5min,9,100,391.9097282608693,145,134,0.0020652173913043477,0.0026086956521739132
550,5min,14,20,1063.3556793478258,259,275,0.0020652173913043477,0.0026086956521739132
551,5min,14,30,1178.271005434782,230,224,0.0020652173913043477,0.0026086956521739132
552,5min,14,50,920.7568750000003,183,158,0.0020652173913043477,0.0026086956521739132
553,5min,14,100,394.66048913043466,118,99,0.0020652173913043477,0.0026086956521739132
554,5min,20,30,595.4885597826084,201,188,0.0020652173913043477,0.0026086956521739132
555,5min,20,50,1195.476277173913,168,121,0.0020652173913043477,0.0026086956521739132
556,5min,20,100,396.83345108695653,109,84,0.0020652173913043477,0.0026086956521739132
557,5min,30,50,643.8836141304342,128,101,0.0020652173913043477,0.0026086956521739132
558,5min,30,100,614.858125,85,50,0.0020652173913043477,0.0026086956521739132
559,5min,50,100,777.9297010869559,82,45,0.0020652173913043477,0.0026086956521739132
560,5min,9,20,3708.266565217391,287,405,0.002173913043478261,0.0006956521739130435
561,5min,9,30,3314.514913043479,246,316,0.002173913043478261,0.0006956521739130435
562,5min,9,50,2991.571413043479,206,233,0.002173913043478261,0.0006956521739130435
563,5min,9,100,2191.269652173914,142,137,0.002173913043478261,0.0006956521739130435
564,5min,14,20,3600.114869565217,249,285,0.002173913043478261,0.0006956521739130435
565,5min,14,30,3491.6118043478273,225,229,0.002173913043478261,0.0006956521739130435
566,5min,14,50,2765.6719130434776,177,164,0.002173913043478261,0.0006956521739130435
567,5min,14,100,1947.6912826086964,117,100,0.002173913043478261,0.0006956521739130435
568,5min,20,30,2894.4636956521745,192,197,0.002173913043478261,0.0006956521739130435
569,5min,20,50,2661.3033913043487,162,127,0.002173913043478261,0.0006956521739130435
570,5min,20,100,1731.7481086956511,106,87,0.002173913043478261,0.0006956521739130435
571,5min,30,50,2124.7195652173905,127,102,0.002173913043478261,0.0006956521739130435
572,5min,30,100,1495.0540434782604,82,53,0.002173913043478261,0.0006956521739130435
573,5min,50,100,1419.7012826086948,78,49,0.002173913043478261,0.0006956521739130435
574,5min,9,20,3054.8442173913027,287,405,0.002173913043478261,0.0009082125603864735
575,5min,9,30,2691.8667584541054,246,316,0.002173913043478261,0.0009082125603864735
576,5min,9,50,2469.733524154587,206,233,0.002173913043478261,0.0009082125603864735
577,5min,9,100,1871.685405797102,142,137,0.002173913043478261,0.0009082125603864735
578,5min,14,20,3038.4257584541056,249,285,0.002173913043478261,0.0009082125603864735
579,5min,14,30,3022.6907173913014,225,229,0.002173913043478261,0.0009082125603864735
580,5min,14,50,2430.8244589371975,177,164,0.002173913043478261,0.0009082125603864735
581,5min,14,100,1713.0969782608704,117,100,0.002173913043478261,0.0009082125603864735
582,5min,20,30,2498.4047004830913,192,197,0.002173913043478261,0.0009082125603864735
583,5min,20,50,2396.780589371981,162,127,0.002173913043478261,0.0009082125603864735
584,5min,20,100,1552.7686159420282,106,87,0.002173913043478261,0.0009082125603864735
585,5min,30,50,1906.0767487922699,127,102,0.002173913043478261,0.0009082125603864735
586,5min,30,100,1381.8187149758453,82,53,0.002173913043478261,0.0009082125603864735
587,5min,50,100,1301.9553454106274,78,49,0.002173913043478261,0.0009082125603864735
588,5min,9,20,2486.723869565216,287,405,0.002173913043478261,0.0011207729468599035
589,5min,9,30,2259.306999999999,246,316,0.002173913043478261,0.0011207729468599035
590,5min,9,50,1994.8720797101446,206,233,0.002173913043478261,0.0011207729468599035
591,5min,9,100,1621.0952560386474,142,137,0.002173913043478261,0.0011207729468599035
592,5min,14,20,2567.573681159421,249,285,0.002173913043478261,0.0011207729468599035
593,5min,14,30,2661.930567632848,225,229,0.002173913043478261,0.0011207729468599035
594,5min,14,50,2113.1021352656994,177,164,0.002173913043478261,0.0011207729468599035
595,5min,14,100,1513.446374396135,117,100,0.002173913043478261,0.0011207729468599035
596,5min,20,30,2144.726623188404,192,197,0.002173913043478261,0.0011207729468599035
597,5min,20,50,2128.1845120772955,162,127,0.002173913043478261,0.0011207729468599035
598,5min,20,100,1379.9743212560384,106,87,0.002173913043478261,0.0011207729468599035
599,5min,30,50,1709.5214492753623,127,102,0.002173913043478261,0.0011207729468599035
600,5min,30,100,1270.7969420289853,82,53,0.002173913043478261,0.0011207729468599035
601,5min,50,100,1213.3933792270532,78,49,0.002173913043478261,0.0011207729468599035
602,5min,9,20,1976.246797101448,287,405,0.002173913043478261,0.0013333333333333335
603,5min,9,30,1844.2512173913028,246,316,0.002173913043478261,0.0013333333333333335
604,5min,9,50,1613.597992753622,206,233,0.002173913043478261,0.0013333333333333335
605,5min,9,100,1402.8780869565219,142,137,0.002173913043478261,0.0013333333333333335
606,5min,14,20,2152.258826086956,249,285,0.002173913043478261,0.0013333333333333335
607,5min,14,30,2310.848717391302,225,229,0.002173913043478261,0.0013333333333333335
608,5min,14,50,1851.0781159420287,177,164,0.002173913043478261,0.0013333333333333335
609,5min,14,100,1294.5632971014484,117,100,0.002173913043478261,0.0013333333333333335
610,5min,20,30,1770.0853043478257,192,197,0.002173913043478261,0.0013333333333333335
611,5min,20,50,1919.6216521739123,162,127,0.002173913043478261,0.0013333333333333335
612,5min,20,100,1203.1799782608691,106,87,0.002173913043478261,0.0013333333333333335
613,5min,30,50,1528.621086956521,127,102,0.002173913043478261,0.0013333333333333335
614,5min,30,100,1164.7397246376809,82,53,0.002173913043478261,0.0013333333333333335
615,5min,50,100,1126.5254130434782,78,49,0.002173913043478261,0.0013333333333333335
616,5min,9,20,1643.17229468599,287,405,0.002173913043478261,0.0015458937198067635
617,5min,9,30,1584.0922463768106,246,316,0.002173913043478261,0.0015458937198067635
618,5min,9,50,1289.5691425120779,206,233,0.002173913043478261,0.0015458937198067635
619,5min,9,100,1185.465458937198,142,137,0.002173913043478261,0.0015458937198067635
620,5min,14,20,1872.8981159420277,249,285,0.002173913043478261,0.0015458937198067635
621,5min,14,30,2056.378780193237,225,229,0.002173913043478261,0.0015458937198067635
622,5min,14,50,1650.439565217391,177,164,0.002173913043478261,0.0015458937198067635
623,5min,14,100,1129.3253985507235,117,100,0.002173913043478261,0.0015458937198067635
624,5min,20,30,1484.8407004830915,192,197,0.002173913043478261,0.0015458937198067635
625,5min,20,50,1731.7149275362315,162,127,0.002173913043478261,0.0015458937198067635
626,5min,20,100,1023.5481763285026,106,87,0.002173913043478261,0.0015458937198067635
627,5min,30,50,1341.868888888888,127,102,0.002173913043478261,0.0015458937198067635
628,5min,30,100,1056.2298792270533,82,53,0.002173913043478261,0.0015458937198067635
629,5min,50,100,1039.8998429951691,78,49,0.002173913043478261,0.0015458937198067635
630,5min,9,20,1331.6428067632849,287,405,0.002173913043478261,0.0017584541062801934
631,5min,9,30,1365.4851159420289,246,316,0.002173913043478261,0.0017584541062801934
632,5min,9,50,1058.9450072463774,206,233,0.002173913043478261,0.0017584541062801934
633,5min,9,100,994.020628019324,142,137,0.002173913043478261,0.0017584541062801934
634,5min,14,20,1631.899753623187,249,285,0.002173913043478261,0.0017584541062801934
635,5min,14,30,1809.343084541063,225,229,0.002173913043478261,0.0017584541062801934
636,5min,14,50,1460.3275507246367,177,164,0.002173913043478261,0.0017584541062801934
637,5min,14,100,979.2451714975845,117,100,0.002173913043478261,0.0017584541062801934
638,5min,20,30,1256.5925797101445,192,197,0.002173913043478261,0.0017584541062801934
639,5min,20,50,1552.646652173913,162,127,0.002173913043478261,0.0017584541062801934
640,5min,20,100,798.1370942028987,106,87,0.002173913043478261,0.0017584541062801934
641,5min,30,50,1198.4015652173905,127,102,0.002173913043478261,0.0017584541062801934
642,5min,30,100,950.7992415458934,82,53,0.002173913043478261,0.0017584541062801934
643,5min,50,100,963.2250555555556,78,49,0.002173913043478261,0.0017584541062801934
644,5min,9,20,1104.9989130434776,287,405,0.002173913043478261,0.0019710144927536236
645,5min,9,30,1182.8075507246374,246,316,0.002173913043478261,0.0019710144927536236
646,5min,9,50,849.6356739130434,206,233,0.002173913043478261,0.0019710144927536236
647,5min,9,100,838.7006376811592,142,137,0.002173913043478261,0.0019710144927536236
648,5min,14,20,1412.2385217391295,249,285,0.002173913043478261,0.0019710144927536236
649,5min,14,30,1601.8505869565217,225,229,0.002173913043478261,0.0019710144927536236
650,5min,14,50,1240.505710144927,177,164,0.002173913043478261,0.0019710144927536236
651,5min,14,100,834.3091086956514,117,100,0.002173913043478261,0.0019710144927536236
652,5min,20,30,1037.6225652173907,192,197,0.002173913043478261,0.0019710144927536236
653,5min,20,50,1463.363652173913,162,127,0.002173913043478261,0.0019710144927536236
654,5min,20,100,696.4599927536229,106,87,0.002173913043478261,0.0019710144927536236
655,5min,30,50,1070.795565217391,127,102,0.002173913043478261,0.0019710144927536236
656,5min,30,100,857.7179855072462,82,53,0.002173913043478261,0.0019710144927536236
657,5min,50,100,892.8393405797096,78,49,0.002173913043478261,0.0019710144927536236
658,5min,9,20,948.3659951690819,287,405,0.002173913043478261,0.0021835748792270533
659,5min,9,30,930.0367971014485,246,316,0.002173913043478261,0.0021835748792270533
660,5min,9,50,653.967649758454,206,233,0.002173913043478261,0.0021835748792270533
661,5min,9,100,671.9181062801932,142,137,0.002173913043478261,0.0021835748792270533
662,5min,14,20,1221.1184396135266,249,285,0.002173913043478261,0.0021835748792270533
663,5min,14,30,1460.7659347826093,225,229,0.002173913043478261,0.0021835748792270533
664,5min,14,50,1089.4337584541067,177,164,0.002173913043478261,0.0021835748792270533
665,5min,14,100,693.0969975845406,117,100,0.002173913043478261,0.0021835748792270533
666,5min,20,30,738.2202028985504,192,197,0.002173913043478261,0.0021835748792270533
667,5min,20,50,1354.7015169082133,162,127,0.002173913043478261,0.0021835748792270533
668,5min,20,100,559.0407946859904,106,87,0.002173913043478261,0.0021835748792270533
669,5min,30,50,957.2074396135264,127,102,0.002173913043478261,0.0021835748792270533
670,5min,30,100,753.5806859903381,82,53,0.002173913043478261,0.0021835748792270533
671,5min,50,100,801.8301666666666,78,49,0.002173913043478261,0.0021835748792270533
672,5min,9,20,849.5663333333335,287,405,0.002173913043478261,0.0023961352657004835
673,5min,9,30,830.8129710144922,246,316,0.002173913043478261,0.0023961352657004835
674,5min,9,50,533.4168526570041,206,233,0.002173913043478261,0.0023961352657004835
675,5min,9,100,519.7944734299514,142,137,0.002173913043478261,0.0023961352657004835
676,5min,14,20,1101.645507246376,249,285,0.002173913043478261,0.0023961352657004835
677,5min,14,30,1342.708596618358,225,229,0.002173913043478261,0.0023961352657004835
