Time,Time.1,Open,High,Low,Close,Change,Volume,Open Int
12/19/2019 05:35,,8619.5,8620.75,8618.5,8618.75,-0.75,236.0,
12/19/2019 05:40,,8618.75,8619.25,8617.25,8618.5,-0.25,271.0,
12/19/2019 05:45,,8618.5,8618.75,8617.75,8618.75,0.25,174.0,
12/19/2019 05:50,,8619.0,8621.0,8618.75,8621.0,2.0,206.0,
12/19/2019 05:55,,8621.25,8622.0,8620.5,8621.5,0.25,215.0,
12/19/2019 06:00,,8621.5,8622.0,8618.5,8621.25,-0.25,556.0,
12/19/2019 06:05,,8621.25,8621.25,8618.75,8620.5,-0.75,247.0,
12/19/2019 06:10,,8620.5,8620.5,8617.5,8619.25,-1.25,250.0,
12/19/2019 06:15,,8619.5,8621.0,8619.5,8620.75,1.25,233.0,
12/19/2019 06:20,,8620.75,8622.5,8620.75,8621.0,0.25,344.0,
12/19/2019 06:25,,8621.25,8621.75,8620.0,8621.25,0.0,162.0,
12/19/2019 06:30,,8621.25,8622.75,8620.0,8620.25,-1.0,271.0,
12/19/2019 06:35,,8620.25,8620.5,8613.75,8615.5,-4.75,847.0,
12/19/2019 06:40,,8615.5,8617.0,8614.75,8615.5,0.0,561.0,
12/19/2019 06:45,,8615.5,8616.5,8614.25,8615.25,-0.25,472.0,
12/19/2019 06:50,,8615.75,8616.75,8615.0,8615.0,-0.75,336.0,
12/19/2019 06:55,,8614.75,8615.5,8610.0,8613.25,-1.5,818.0,
12/19/2019 07:00,,8613.0,8614.5,8611.25,8612.5,-0.5,593.0,
12/19/2019 07:05,,8612.75,8614.75,8612.75,8614.5,1.75,316.0,
12/19/2019 07:10,,8614.75,8615.5,8613.25,8614.0,-0.75,491.0,
12/19/2019 07:15,,8614.0,8614.25,8612.0,8613.25,-0.75,478.0,
12/19/2019 07:20,,8613.5,8615.5,8613.5,8615.5,2.0,305.0,
12/19/2019 07:25,,8615.5,8616.75,8614.5,8615.5,0.0,502.0,
12/19/2019 07:30,,8615.5,8615.75,8610.5,8612.5,-3.0,1010.0,
12/19/2019 07:35,,8612.5,8612.5,8609.0,8611.75,-0.75,1015.0,
12/19/2019 07:40,,8612.0,8615.5,8612.0,8614.75,2.75,674.0,
12/19/2019 07:45,,8614.75,8615.75,8612.75,8614.75,0.0,576.0,
12/19/2019 07:50,,8614.75,8616.0,8613.0,8614.0,-0.75,740.0,
12/19/2019 07:55,,8614.0,8617.0,8613.0,8616.0,2.0,548.0,
12/19/2019 08:00,,8616.0,8619.25,8615.0,8617.25,1.25,949.0,
12/19/2019 08:05,,8617.25,8618.5,8616.25,8617.0,-0.25,637.0,
12/19/2019 08:10,,8617.0,8618.25,8615.5,8617.25,0.25,537.0,
12/19/2019 08:15,,8617.25,8618.5,8616.5,8617.25,0.0,504.0,
12/19/2019 08:20,,8617.25,8620.0,8616.75,8619.75,2.5,747.0,
12/19/2019 08:25,,8619.75,8620.5,8617.75,8619.5,-0.25,1113.0,
12/19/2019 08:30,,8619.25,8636.25,8618.25,8632.25,13.0,12660.0,
12/19/2019 08:35,,8632.5,8635.75,8627.25,8630.75,-1.75,6957.0,
12/19/2019 08:40,,8630.5,8632.25,8628.0,8631.5,1.0,4040.0,
12/19/2019 08:45,,8631.75,8633.25,8627.75,8632.25,0.5,3998.0,
12/19/2019 08:50,,8632.25,8633.25,8629.5,8630.5,-1.75,2534.0,
12/19/2019 08:55,,8630.75,8634.25,8629.5,8630.75,0.0,2978.0,
12/19/2019 09:00,,8630.75,8633.75,8627.75,8628.25,-2.5,3178.0,
12/19/2019 09:05,,8628.5,8630.25,8625.5,8628.75,0.25,3090.0,
12/19/2019 09:10,,8628.75,8629.75,8626.0,8628.25,-0.5,2572.0,
12/19/2019 09:15,,8628.5,8630.0,8624.5,8625.5,-3.0,2812.0,
12/19/2019 09:20,,8625.5,8629.75,8625.0,8628.75,3.25,2352.0,
12/19/2019 09:25,,8629.0,8639.0,8628.75,8638.25,9.25,4751.0,
12/19/2019 09:30,,8638.5,8639.5,8632.75,8633.75,-4.75,3201.0,
12/19/2019 09:35,,8633.75,8638.75,8633.0,8634.5,0.75,3220.0,
12/19/2019 09:40,,8634.25,8638.5,8634.0,8637.5,3.25,2055.0,
12/19/2019 09:45,,8637.5,8640.0,8637.0,8637.0,-0.5,3128.0,
12/19/2019 09:50,,8637.0,8638.75,8636.5,8637.0,0.0,1596.0,
12/19/2019 09:55,,8636.75,8638.25,8634.75,8635.0,-1.75,1429.0,
12/19/2019 10:00,,8634.75,8639.75,8634.5,8638.75,4.0,2009.0,
12/19/2019 10:05,,8638.5,8642.25,8637.75,8641.75,3.25,3296.0,
12/19/2019 10:10,,8642.0,8643.75,8638.25,8639.0,-3.0,2111.0,
12/19/2019 10:15,,8638.75,8641.25,8638.25,8641.25,2.5,1077.0,
12/19/2019 10:20,,8641.25,8649.5,8641.0,8648.0,6.75,5288.0,
12/19/2019 10:25,,8648.25,8652.25,8646.75,8650.5,2.25,3231.0,
12/19/2019 10:30,,8650.25,8656.5,8649.5,8654.75,4.5,3754.0,
12/19/2019 10:35,,8654.75,8655.75,8651.25,8651.5,-3.25,2625.0,
12/19/2019 10:40,,8651.5,8651.5,8648.5,8648.75,-2.75,1916.0,
12/19/2019 10:45,,8649.0,8651.5,8649.0,8651.0,2.0,1318.0,
12/19/2019 10:50,,8651.25,8653.75,8651.0,8653.25,2.0,1603.0,
12/19/2019 10:55,,8653.5,8654.25,8651.75,8652.75,-0.75,1622.0,
12/19/2019 11:00,,8652.75,8656.5,8652.0,8655.25,2.5,2483.0,
12/19/2019 11:05,,8655.25,8656.25,8653.5,8654.25,-1.0,1986.0,
12/19/2019 11:10,,8654.25,8654.75,8653.25,8654.0,-0.25,1205.0,
12/19/2019 11:15,,8654.0,8657.75,8653.75,8656.75,2.75,1682.0,
12/19/2019 11:20,,8657.0,8657.75,8654.75,8655.5,-1.5,1681.0,
12/19/2019 11:25,,8655.25,8655.25,8652.75,8652.75,-2.5,1469.0,
12/19/2019 11:30,,8652.5,8652.75,8650.5,8651.25,-1.25,1404.0,
12/19/2019 11:35,,8651.25,8653.5,8651.25,8652.25,1.0,1186.0,
12/19/2019 11:40,,8652.0,8652.25,8648.75,8649.0,-3.0,1642.0,
12/19/2019 11:45,,8649.0,8650.0,8648.0,8649.25,0.25,1612.0,
12/19/2019 11:50,,8649.25,8650.0,8648.0,8649.25,0.0,1093.0,
12/19/2019 11:55,,8649.5,8651.25,8649.25,8650.75,1.25,1126.0,
12/19/2019 12:00,,8650.5,8651.25,8648.0,8649.0,-1.5,1554.0,
12/19/2019 12:05,,8648.75,8649.75,8646.75,8649.5,0.75,1279.0,
12/19/2019 12:10,,8649.5,8651.5,8648.75,8651.0,1.5,1313.0,
12/19/2019 12:15,,8651.0,8654.25,8651.0,8653.75,2.75,2386.0,
12/19/2019 12:20,,8653.75,8653.75,8652.5,8652.75,-1.0,1019.0,
12/19/2019 12:25,,8653.0,8654.25,8653.0,8654.0,1.0,843.0,
12/19/2019 12:30,,8654.0,8655.25,8652.5,8655.0,1.0,1445.0,
12/19/2019 12:35,,8655.0,8657.0,8654.25,8655.75,0.75,1569.0,
12/19/2019 12:40,,8656.0,8657.25,8654.0,8655.25,-0.75,1745.0,
12/19/2019 12:45,,8655.25,8657.25,8655.0,8657.0,1.75,1684.0,
12/19/2019 12:50,,8657.0,8657.25,8654.5,8655.25,-1.75,1164.0,
12/19/2019 12:55,,8655.25,8656.75,8654.0,8656.0,0.75,1433.0,
12/19/2019 13:00,,8656.0,8656.25,8654.25,8655.25,-0.75,1136.0,
12/19/2019 13:05,,8655.5,8657.25,8655.5,8656.0,0.5,1161.0,
12/19/2019 13:10,,8656.0,8659.5,8656.0,8658.5,2.5,1776.0,
12/19/2019 13:15,,8658.5,8659.0,8658.0,8658.25,-0.25,858.0,
12/19/2019 13:20,,8658.25,8660.25,8658.25,8659.75,1.5,1463.0,
12/19/2019 13:25,,8659.75,8660.75,8659.0,8660.0,0.25,1031.0,
12/19/2019 13:30,,8660.25,8662.0,8659.25,8661.5,1.25,2104.0,
12/19/2019 13:35,,8661.5,8663.25,8660.75,8662.5,1.0,2231.0,
12/19/2019 13:40,,8662.75,8663.75,8660.75,8663.5,0.75,1421.0,
12/19/2019 13:45,,8663.5,8664.5,8661.5,8662.25,-1.25,1315.0,
12/19/2019 13:50,,8662.25,8663.25,8660.5,8661.0,-1.25,1542.0,
12/19/2019 13:55,,8661.25,8662.75,8660.5,8661.5,0.25,1287.0,
12/19/2019 14:00,,8661.75,8663.25,8661.0,8662.25,0.5,1206.0,
12/19/2019 14:05,,8662.5,8663.25,8659.0,8659.0,-3.5,1957.0,
12/19/2019 14:10,,8659.25,8660.5,8658.5,8660.0,0.75,1504.0,
12/19/2019 14:15,,8659.75,8661.5,8658.5,8661.25,1.5,1244.0,
12/19/2019 14:20,,8661.25,8662.75,8659.75,8659.75,-1.5,1566.0,
12/19/2019 14:25,,8659.75,8661.0,8658.75,8659.0,-0.75,1717.0,
12/19/2019 14:30,,8659.0,8660.25,8657.0,8659.75,0.75,2359.0,
12/19/2019 14:35,,8659.75,8660.75,8658.0,8659.25,-0.5,2019.0,
12/19/2019 14:40,,8659.25,8663.25,8659.25,8663.0,3.75,2074.0,
12/19/2019 14:45,,8663.0,8663.25,8659.5,8660.5,-2.5,2143.0,
12/19/2019 14:50,,8660.5,8666.75,8655.25,8665.75,5.25,8464.0,
12/19/2019 14:55,,8666.0,8673.25,8665.25,8671.0,5.0,9781.0,
12/19/2019 15:00,,8671.0,8673.25,8667.0,8673.0,2.0,4863.0,
12/19/2019 15:05,,8673.0,8674.5,8672.25,8673.75,0.75,1336.0,
12/19/2019 15:10,,8674.0,8675.25,8672.5,8673.25,-0.75,2015.0,
12/19/2019 15:30,,8672.75,8679.0,8672.75,8677.75,5.0,778.0,
12/19/2019 15:35,,8677.75,8680.0,8677.25,8679.0,1.25,462.0,
12/19/2019 15:40,,8679.25,8680.25,8678.75,8680.25,1.0,310.0,
12/19/2019 15:45,,8680.25,8681.25,8679.5,8681.0,0.75,409.0,
12/19/2019 15:50,,8681.25,8682.5,8680.25,8680.25,-1.0,595.0,
12/19/2019 15:55,,8680.75,8681.0,8679.25,8680.5,-0.25,422.0,
12/19/2019 17:00,,8679.5,8681.25,8675.75,8677.25,-2.25,778.0,
12/19/2019 17:05,,8677.5,8680.5,8677.25,8680.25,2.75,277.0,
12/19/2019 17:10,,8680.0,8680.25,8678.5,8679.0,-1.0,244.0,
12/19/2019 17:15,,8678.75,8679.0,8677.75,8678.5,-0.25,158.0,
12/19/2019 17:20,,8678.25,8678.75,8678.25,8678.25,0.0,84.0,
12/19/2019 17:25,,8678.5,8679.0,8678.0,8678.75,0.25,89.0,
12/19/2019 17:30,,8678.75,8680.5,8678.5,8680.0,1.25,162.0,
12/19/2019 17:35,,8680.0,8680.5,8679.5,8679.75,-0.25,131.0,
12/19/2019 17:40,,8680.0,8680.0,8679.0,8679.25,-0.75,121.0,
12/19/2019 17:45,,8679.25,8680.25,8679.25,8679.75,0.5,99.0,
12/19/2019 17:50,,8679.75,8680.25,8679.5,8679.75,0.0,77.0,
12/19/2019 17:55,,8679.75,8680.25,8679.25,8680.0,0.25,91.0,
12/19/2019 18:00,,8680.0,8681.5,8678.5,8678.75,-1.25,560.0,
12/19/2019 18:05,,8679.0,8679.75,8679.0,8679.75,0.75,148.0,
12/19/2019 18:10,,8679.75,8681.25,8678.75,8680.75,1.0,241.0,
12/19/2019 18:15,,8680.75,8681.0,8679.75,8680.0,-0.75,198.0,
12/19/2019 18:20,,8680.0,8680.5,8678.25,8679.5,-0.5,135.0,
12/19/2019 18:25,,8679.25,8679.75,8678.0,8678.5,-0.75,67.0,
12/19/2019 18:30,,8678.5,8678.5,8676.5,8678.0,-0.5,269.0,
12/19/2019 18:35,,8678.0,8678.25,8676.25,8676.25,-1.75,185.0,
12/19/2019 18:40,,8676.25,8678.0,8675.25,8677.25,1.0,340.0,
12/19/2019 18:45,,8677.0,8677.0,8675.0,8676.5,-0.5,320.0,
12/19/2019 18:50,,8676.5,8676.5,8675.0,8675.75,-0.75,119.0,
12/19/2019 18:55,,8675.75,8676.75,8674.75,8676.5,0.75,142.0,
12/19/2019 19:00,,8676.5,8678.0,8675.75,8677.0,0.5,341.0,
12/19/2019 19:05,,8676.75,8676.75,8674.75,8675.0,-1.75,212.0,
12/19/2019 19:10,,8675.25,8676.25,8674.25,8674.75,-0.5,267.0,
12/19/2019 19:15,,8674.75,8675.75,8673.0,8673.0,-1.75,402.0,
12/19/2019 19:20,,8673.0,8673.5,8672.0,8672.75,-0.25,364.0,
12/19/2019 19:25,,8672.75,8674.25,8672.25,8673.25,0.5,292.0,
12/19/2019 19:30,,8673.0,8673.75,8670.75,8671.5,-1.5,326.0,
12/19/2019 19:35,,8671.25,8671.5,8669.25,8670.5,-0.75,421.0,
12/19/2019 19:40,,8670.75,8672.5,8670.5,8672.0,1.25,229.0,
12/19/2019 19:45,,8672.25,8672.25,8670.25,8671.25,-1.0,221.0,
12/19/2019 19:50,,8671.75,8675.0,8671.75,8674.5,2.75,453.0,
12/19/2019 19:55,,8674.75,8676.0,8674.0,8675.5,0.75,373.0,
12/19/2019 20:00,,8675.75,8675.75,8672.5,8673.75,-2.0,266.0,
12/19/2019 20:05,,8674.0,8674.5,8673.0,8673.25,-0.75,238.0,
12/19/2019 20:10,,8673.0,8674.0,8673.0,8673.25,0.25,155.0,
12/19/2019 20:15,,8673.25,8674.0,8672.75,8673.5,0.25,161.0,
12/19/2019 20:20,,8673.5,8673.75,8672.5,8673.25,-0.25,88.0,
12/19/2019 20:25,,8673.25,8674.75,8673.25,8674.5,1.25,98.0,
12/19/2019 20:30,,8674.75,8674.75,8673.75,8674.25,-0.5,120.0,
12/19/2019 20:35,,8674.25,8675.0,8673.75,8674.0,-0.25,191.0,
12/19/2019 20:40,,8674.0,8675.0,8673.5,8675.0,1.0,141.0,
12/19/2019 20:45,,8674.5,8676.25,8674.25,8676.0,1.5,187.0,
12/19/2019 20:50,,8676.0,8676.25,8675.25,8675.75,-0.25,89.0,
12/19/2019 20:55,,8675.75,8675.75,8674.5,8675.75,0.0,68.0,
12/19/2019 21:00,,8676.0,8676.0,8674.25,8674.5,-1.5,131.0,
12/19/2019 21:05,,8674.25,8675.0,8674.0,8675.0,0.75,124.0,
12/19/2019 21:10,,8675.0,8675.25,8674.5,8675.0,0.0,116.0,
12/19/2019 21:15,,8675.25,8676.75,8675.0,8676.25,1.0,137.0,
12/19/2019 21:20,,8676.5,8676.75,8675.5,8676.5,0.0,120.0,
12/19/2019 21:25,,8676.25,8676.25,8675.25,8675.75,-0.5,93.0,
12/19/2019 21:30,,8675.75,8677.5,8675.75,8677.25,1.5,156.0,
12/19/2019 21:35,,8677.25,8677.5,8675.75,8676.25,-1.0,168.0,
12/19/2019 21:40,,8676.0,8676.5,8675.5,8675.75,-0.25,142.0,
12/19/2019 21:45,,8675.5,8676.0,8675.25,8675.75,0.25,105.0,
12/19/2019 21:50,,8675.5,8676.5,8675.5,8676.0,0.5,135.0,
12/19/2019 21:55,,8675.75,8675.75,8674.75,8675.0,-0.75,138.0,
12/19/2019 22:00,,8675.0,8675.25,8674.5,8675.0,0.0,82.0,
12/19/2019 22:05,,8674.75,8675.5,8674.5,8674.5,-0.25,108.0,
12/19/2019 22:10,,8674.5,8675.25,8674.25,8674.25,-0.25,100.0,
12/19/2019 22:15,,8674.25,8674.5,8673.5,8673.5,-0.75,145.0,
12/19/2019 22:20,,8673.25,8673.75,8672.75,8673.25,0.0,167.0,
12/19/2019 22:25,,8673.0,8673.25,8672.25,8672.5,-0.5,165.0,
12/19/2019 22:30,,8672.25,8673.0,8672.0,8673.0,0.75,116.0,
12/19/2019 22:35,,8672.75,8673.5,8672.5,8673.0,0.25,73.0,
12/19/2019 22:40,,8672.75,8673.0,8672.0,8672.5,-0.25,175.0,
12/19/2019 22:45,,8672.25,8673.25,8671.0,8671.75,-0.5,212.0,
12/19/2019 22:50,,8671.25,8671.75,8670.75,8670.75,-0.5,120.0,
12/19/2019 22:55,,8670.75,8672.0,8670.5,8671.5,0.75,153.0,
12/19/2019 23:00,,8671.75,8672.5,8671.0,8672.25,0.5,129.0,
12/19/2019 23:05,,8672.0,8672.75,8671.25,8671.75,-0.25,195.0,
12/19/2019 23:10,,8671.5,8672.0,8670.75,8671.0,-0.5,86.0,
12/19/2019 23:15,,8671.0,8671.5,8670.75,8671.0,0.0,78.0,
12/19/2019 23:20,,8670.75,8672.0,8670.75,8671.75,1.0,105.0,
12/19/2019 23:25,,8671.5,8672.25,8671.0,8671.0,-0.5,130.0,
12/19/2019 23:30,,8671.0,8671.25,8670.0,8670.25,-0.75,122.0,
12/19/2019 23:35,,8670.25,8671.5,8669.75,8670.25,0.0,150.0,
12/19/2019 23:40,,8669.75,8670.5,8669.25,8669.75,0.0,185.0,
12/19/2019 23:45,,8669.75,8671.75,8669.5,8671.25,1.5,169.0,
12/19/2019 23:50,,8671.5,8672.25,8671.25,8671.75,0.25,176.0,
12/19/2019 23:55,,8671.75,8672.0,8670.25,8670.25,-1.5,113.0,
12/20/2019 00:00,,8670.25,8671.25,8669.75,8669.75,-0.5,167.0,
12/20/2019 00:05,,8669.5,8669.75,8668.25,8668.5,-1.0,199.0,
12/20/2019 00:10,,8668.5,8669.0,8667.75,8668.0,-0.5,220.0,
12/20/2019 00:15,,8668.0,8668.0,8667.0,8667.5,-0.5,176.0,
12/20/2019 00:20,,8667.5,8668.25,8667.25,8667.25,-0.25,87.0,
12/20/2019 00:25,,8667.25,8668.5,8667.0,8668.25,1.0,163.0,
12/20/2019 00:30,,8668.25,8668.75,8668.0,8668.75,0.5,67.0,
12/20/2019 00:35,,8668.75,8670.0,8668.5,8669.75,1.0,151.0,
12/20/2019 00:40,,8669.75,8669.75,8668.25,8668.25,-1.5,104.0,
12/20/2019 00:45,,8668.5,8669.25,8668.25,8668.5,0.0,69.0,
12/20/2019 00:50,,8668.5,8668.75,8667.0,8667.5,-1.0,137.0,
12/20/2019 00:55,,8667.5,8668.75,8667.5,8668.25,0.75,95.0,
12/20/2019 01:00,,8668.0,8668.25,8666.25,8666.75,-1.25,271.0,
12/20/2019 01:05,,8667.0,8668.0,8666.25,8667.25,0.25,161.0,
12/20/2019 01:10,,8667.5,8671.5,8666.5,8669.75,2.25,374.0,
12/20/2019 01:15,,8669.75,8669.75,8667.25,8667.5,-2.25,167.0,
12/20/2019 01:20,,8667.5,8668.5,8667.25,8668.5,1.0,160.0,
12/20/2019 01:25,,8668.25,8668.25,8666.5,8667.5,-0.75,156.0,
12/20/2019 01:30,,8667.75,8668.5,8665.75,8665.75,-2.0,204.0,
12/20/2019 01:35,,8666.0,8668.0,8665.75,8667.5,1.5,189.0,
12/20/2019 01:40,,8667.5,8668.25,8667.0,8668.0,0.5,149.0,
12/20/2019 01:45,,8667.75,8669.5,8667.75,8669.25,1.5,158.0,
12/20/2019 01:50,,8669.25,8670.0,8668.75,8669.25,0.0,215.0,
12/20/2019 01:55,,8669.25,8670.5,8669.0,8670.25,1.0,312.0,
12/20/2019 02:00,,8670.25,8673.0,8669.0,8670.75,0.5,1441.0,
12/20/2019 02:05,,8670.5,8671.25,8668.5,8668.75,-1.75,639.0,
12/20/2019 02:10,,8669.0,8671.5,8668.5,8669.0,0.0,460.0,
12/20/2019 02:15,,8668.75,8669.25,8665.25,8666.75,-2.0,600.0,
12/20/2019 02:20,,8666.75,8668.5,8666.25,8667.75,1.0,356.0,
12/20/2019 02:25,,8667.75,8668.75,8666.75,8668.25,0.5,420.0,
12/20/2019 02:30,,8668.0,8668.75,8667.25,8668.25,0.25,343.0,
12/20/2019 02:35,,8668.5,8672.5,8668.5,8671.75,3.25,966.0,
12/20/2019 02:40,,8672.25,8673.5,8670.75,8671.75,-0.5,830.0,
12/20/2019 02:45,,8671.75,8673.75,8671.25,8673.0,1.25,520.0,
12/20/2019 02:50,,8673.0,8674.5,8671.75,8672.75,-0.25,587.0,
12/20/2019 02:55,,8672.75,8673.75,8671.75,8672.0,-0.75,426.0,
12/20/2019 03:00,,8672.0,8672.25,8668.25,8669.25,-2.75,811.0,
12/20/2019 03:05,,8669.5,8671.0,8668.0,8670.5,1.0,550.0,
12/20/2019 03:10,,8670.25,8670.75,8669.75,8670.25,0.0,280.0,
12/20/2019 03:15,,8670.5,8671.5,8669.0,8670.25,-0.25,370.0,
12/20/2019 03:20,,8670.25,8671.5,8669.5,8671.25,1.0,260.0,
12/20/2019 03:25,,8671.25,8671.25,8669.25,8669.25,-2.0,516.0,
12/20/2019 03:30,,8669.0,8670.75,8668.75,8669.0,0.0,508.0,
12/20/2019 03:35,,8669.0,8669.25,8667.75,8668.5,-0.5,418.0,
12/20/2019 03:40,,8668.25,8670.5,8667.75,8669.5,1.25,482.0,
12/20/2019 03:45,,8669.25,8670.0,8668.75,8668.75,-0.5,300.0,
12/20/2019 03:50,,8668.75,8669.25,8667.0,8668.5,-0.25,406.0,
12/20/2019 03:55,,8668.75,8669.75,8667.75,8668.0,-0.75,324.0,
12/20/2019 04:00,,8668.25,8669.0,8667.75,8668.25,0.0,212.0,
12/20/2019 04:05,,8668.25,8670.5,8668.0,8670.5,2.25,249.0,
12/20/2019 04:10,,8670.75,8671.75,8668.5,8669.75,-1.0,425.0,
12/20/2019 04:15,,8670.0,8670.5,8669.25,8670.5,0.5,286.0,
12/20/2019 04:20,,8670.25,8671.25,8670.25,8670.5,0.25,178.0,
12/20/2019 04:25,,8670.5,8671.0,8669.75,8670.25,-0.25,217.0,
12/20/2019 04:30,,8670.0,8671.25,8668.25,8670.0,0.0,502.0,
12/20/2019 04:35,,8670.0,8671.75,8670.0,8671.0,1.0,245.0,
12/20/2019 04:40,,8671.0,8671.5,8670.25,8670.75,-0.25,177.0,
12/20/2019 04:45,,8670.75,8672.5,8669.25,8672.5,1.75,303.0,
12/20/2019 04:50,,8672.75,8677.0,8672.5,8675.25,2.5,2150.0,
12/20/2019 04:55,,8675.0,8675.75,8673.5,8674.75,-0.25,1147.0,
12/20/2019 05:00,,8674.5,8677.75,8674.25,8677.0,2.5,675.0,
