,day,prev_close,next_open,1min,3min,5min,15min,30min,60min,ovnt_change
11,6/29/2020,9841.25,9836.5,"Time      6/29/2020 8:30
Time.1    6/29/2020 8:30
Open              9836.5
High                9850
Low              9835.25
Close            9839.25
Change              2.75
Volume              4458
Name: 6/29/2020 8:30, dtype: object","Time      6/29/2020 8:30
Open              9836.5
High                9850
Low                 9818
Close               9819
Change             -17.5
Volume              8964
Name: 6/29/2020 8:30, dtype: object","Time      6/29/2020 8:30
Open              9836.5
High                9850
Low               9808.5
Close               9823
Change             -13.5
Volume             14366
Name: 6/29/2020 8:30, dtype: object","Time      6/29/2020 8:30
Open              9836.5
High                9850
Low                 9744
Close            9753.75
Change            -82.75
Volume             39905
Name: 6/29/2020 8:30, dtype: object","Time      6/29/2020 8:30
Open              9836.5
High                9850
Low              9728.75
Close             9780.5
Change               -56
Volume             70754
Name: 6/29/2020 8:30, dtype: object","Time      6/29/2020 8:00
Open             9847.25
High                9852
Low              9728.75
Close             9780.5
Change            -66.75
Volume             80715
Name: 6/29/2020 8:00, dtype: object",-0.04826622634319827
12,6/30/2020,9950.75,9949.5,"Time      6/30/2020 8:30
Time.1    6/30/2020 8:30
Open              9949.5
High              9960.5
Low              9948.75
Close               9954
Change              4.75
Volume              3360
Name: 6/30/2020 8:30, dtype: object","Time      6/30/2020 8:30
Open              9949.5
High              9960.5
Low              9943.25
Close            9957.25
Change              7.75
Volume              6036
Name: 6/30/2020 8:30, dtype: object","Time      6/30/2020 8:30
Open              9949.5
High             9983.75
Low              9943.25
Close            9974.75
Change             25.25
Volume             11961
Name: 6/30/2020 8:30, dtype: object","Time      6/30/2020 8:30
Open              9949.5
High               10009
Low              9943.25
Close            10005.8
Change             56.25
Volume             29387
Name: 6/30/2020 8:30, dtype: object","Time      6/30/2020 8:30
Open              9949.5
High             10035.5
Low              9943.25
Close            10023.5
Change                74
Volume             52363
Name: 6/30/2020 8:30, dtype: object","Time      6/30/2020 8:00
Open                9951
High             10035.5
Low               9940.5
Close            10023.5
Change              72.5
Volume             60863
Name: 6/30/2020 8:00, dtype: object",-0.012561867195940005
13,7/10/2020,10133.5,10734.0,"Time      7/10/2020 8:30
Time.1    7/10/2020 8:30
Open               10734
High             10746.5
Low                10730
Close            10737.8
Change              3.25
Volume              3387
Name: 7/10/2020 8:30, dtype: object","Time      7/10/2020 8:30
Open               10734
High             10747.5
Low                10730
Close            10746.5
Change              12.5
Volume              5944
Name: 7/10/2020 8:30, dtype: object","Time      7/10/2020 8:30
Open               10734
High             10749.5
Low              10711.2
Close            10715.5
Change             -18.5
Volume             12448
Name: 7/10/2020 8:30, dtype: object","Time      7/10/2020 8:30
Open               10734
High             10749.5
Low                10657
Close            10691.8
Change            -42.25
Volume             45147
Name: 7/10/2020 8:30, dtype: object","Time      7/10/2020 8:30
Open               10734
High             10749.5
Low                10657
Close            10676.5
Change             -57.5
Volume             74483
Name: 7/10/2020 8:30, dtype: object","Time      7/10/2020 8:00
Open             10722.5
High             10750.5
Low                10657
Close            10676.5
Change               -46
Volume             87932
Name: 7/10/2020 8:00, dtype: object",5.925889376819461
14,7/13/2020,10820.75,10937.75,"Time      7/13/2020 8:30
Time.1    7/13/2020 8:30
Open             10937.8
High             10942.8
Low              10929.5
Close            10938.5
Change              0.75
Volume              3710
Name: 7/13/2020 8:30, dtype: object","Time      7/13/2020 8:30
Open             10937.8
High               10946
Low              10929.5
Close            10939.2
Change               1.5
Volume              6033
Name: 7/13/2020 8:30, dtype: object","Time      7/13/2020 8:30
Open             10937.8
High               10965
Low              10929.5
Close            10952.5
Change             14.75
Volume             12470
Name: 7/13/2020 8:30, dtype: object","Time      7/13/2020 8:30
Open             10937.8
High               10997
Low              10929.5
Close              10988
Change             50.25
Volume             35719
Name: 7/13/2020 8:30, dtype: object","Time      7/13/2020 8:30
Open             10937.8
High               10997
Low              10929.5
Close            10982.2
Change              44.5
Volume             56576
Name: 7/13/2020 8:30, dtype: object","Time      7/13/2020 8:00
Open             10936.2
High               10997
Low              10929.5
Close            10982.2
Change                46
Volume             65545
Name: 7/13/2020 8:00, dtype: object",1.081255920338239
15,7/14/2020,10598.5,10492.75,"Time      7/14/2020 8:30
Time.1    7/14/2020 8:30
Open             10492.8
High             10507.8
Low                10484
Close            10497.5
Change                 4
Volume              5032
Name: 7/14/2020 8:30, dtype: object","Time      7/14/2020 8:30
Open             10492.8
High               10510
Low              10480.5
Close              10508
Change             15.25
Volume              9487
Name: 7/14/2020 8:30, dtype: object","Time      7/14/2020 8:30
Open             10492.8
High             10578.5
Low              10480.5
Close              10571
Change             78.25
Volume             22501
Name: 7/14/2020 8:30, dtype: object","Time      7/14/2020 8:30
Open             10492.8
High             10629.2
Low              10480.5
Close            10616.8
Change               124
Volume             60141
Name: 7/14/2020 8:30, dtype: object","Time      7/14/2020 8:30
Open             10492.8
High             10629.2
Low              10386.8
Close            10473.8
Change               -19
Volume            124287
Name: 7/14/2020 8:30, dtype: object","Time      7/14/2020 8:00
Open             10509.8
High             10629.2
Low              10386.8
Close            10473.8
Change               -36
Volume            153637
Name: 7/14/2020 8:00, dtype: object",-0.9977827050997782
16,7/15/2020,10673.0,10724.75,"Time      7/15/2020 8:30
Time.1    7/15/2020 8:30
Open             10724.8
High               10737
Low              10716.8
Close            10726.2
Change               1.5
Volume              5061
Name: 7/15/2020 8:30, dtype: object","Time      7/15/2020 8:30
Open             10724.8
High               10737
Low              10708.5
Close              10712
Change            -12.75
Volume              8807
Name: 7/15/2020 8:30, dtype: object","Time      7/15/2020 8:30
Open             10724.8
High               10738
Low                10693
Close              10729
Change              4.25
Volume             16997
Name: 7/15/2020 8:30, dtype: object","Time      7/15/2020 8:30
Open             10724.8
High             10749.8
Low              10677.2
Close              10749
Change             24.25
Volume             50986
Name: 7/15/2020 8:30, dtype: object","Time      7/15/2020 8:30
Open             10724.8
High             10766.5
Low              10677.2
Close            10689.5
Change            -35.25
Volume             85520
Name: 7/15/2020 8:30, dtype: object","Time      7/15/2020 8:00
Open             10723.5
High             10766.5
Low              10677.2
Close            10689.5
Change               -34
Volume            100907
Name: 7/15/2020 8:00, dtype: object",0.4848683594115994
17,7/16/2020,10687.75,10571.25,"Time      7/16/2020 8:30
Time.1    7/16/2020 8:30
Open             10571.2
High               10598
Low              10568.2
Close            10597.5
Change                27
Volume              4796
Name: 7/16/2020 8:30, dtype: object","Time      7/16/2020 8:30
Open             10571.2
High               10599
Low              10568.2
Close            10588.5
Change             17.25
Volume              7563
Name: 7/16/2020 8:30, dtype: object","Time      7/16/2020 8:30
Open             10571.2
High               10599
Low                10558
Close            10567.2
Change                -4
Volume             13576
Name: 7/16/2020 8:30, dtype: object","Time      7/16/2020 8:30
Open             10571.2
High             10599.8
Low              10537.5
Close            10567.5
Change             -3.75
Volume             40876
Name: 7/16/2020 8:30, dtype: object","Time      7/16/2020 8:30
Open             10571.2
High             10599.8
Low              10537.5
Close            10556.8
Change             -14.5
Volume             70637
Name: 7/16/2020 8:30, dtype: object","Time      7/16/2020 8:00
Open             10556.2
High             10599.8
Low              10537.5
Close            10556.8
Change               0.5
Volume             83289
Name: 7/16/2020 8:00, dtype: object",-1.090032981684639
18,7/17/2020,10613.0,10643.0,"Time      7/17/2020 8:30
Time.1    7/17/2020 8:30
Open               10643
High             10644.8
Low              10628.2
Close            10636.5
Change                -7
Volume              3702
Name: 7/17/2020 8:30, dtype: object","Time      7/17/2020 8:30
Open               10643
High             10644.8
Low              10628.2
Close              10640
Change                -3
Volume              5192
Name: 7/17/2020 8:30, dtype: object","Time      7/17/2020 8:30
Open               10643
High               10650
Low              10628.2
Close            10631.5
Change             -11.5
Volume              8788
Name: 7/17/2020 8:30, dtype: object","Time      7/17/2020 8:30
Open               10643
High               10650
Low                10601
Close            10601.5
Change             -41.5
Volume             27022
Name: 7/17/2020 8:30, dtype: object","Time      7/17/2020 8:30
Open               10643
High               10650
Low              10567.2
Close              10607
Change               -36
Volume             55634
Name: 7/17/2020 8:30, dtype: object","Time      7/17/2020 8:00
Open             10618.8
High             10658.2
Low              10567.2
Close              10607
Change            -11.75
Volume             71521
Name: 7/17/2020 8:00, dtype: object",0.2826721944784698
19,7/20/2020,10630.25,10659.25,"Time      7/20/2020 8:30
Time.1    7/20/2020 8:30
Open             10659.2
High               10669
Low              10654.2
Close            10662.5
Change                 3
Volume              3602
Name: 7/20/2020 8:30, dtype: object","Time      7/20/2020 8:30
Open             10659.2
High             10684.8
Low              10654.2
Close            10674.8
Change              15.5
Volume              6299
Name: 7/20/2020 8:30, dtype: object","Time      7/20/2020 8:30
Open             10659.2
High             10684.8
Low              10653.8
Close              10664
Change              4.75
Volume             11082
Name: 7/20/2020 8:30, dtype: object","Time      7/20/2020 8:30
Open             10659.2
High             10684.8
Low              10605.8
Close            10621.5
Change            -37.75
Volume             38605
Name: 7/20/2020 8:30, dtype: object","Time      7/20/2020 8:30
Open             10659.2
High               10695
Low              10605.8
Close            10681.2
Change                22
Volume             67825
Name: 7/20/2020 8:30, dtype: object","Time      7/20/2020 8:00
Open             10666.8
High               10695
Low              10605.8
Close            10681.2
Change              14.5
Volume             75224
Name: 7/20/2020 8:00, dtype: object",0.2728063780249759
20,7/21/2020,10936.5,11001.5,"Time      7/21/2020 8:30
Time.1    7/21/2020 8:30
Open             11001.5
High             11002.8
Low                10986
Close            10986.8
Change               -15
Volume              2771
Name: 7/21/2020 8:30, dtype: object","Time      7/21/2020 8:30
Open             11001.5
High             11002.8
Low                10964
Close            10967.8
Change            -33.75
Volume              6504
Name: 7/21/2020 8:30, dtype: object","Time      7/21/2020 8:30
Open             11001.5
High             11002.8
Low                10964
Close            10980.2
Change            -21.25
Volume             12330
Name: 7/21/2020 8:30, dtype: object","Time      7/21/2020 8:30
Open             11001.5
High             11002.8
Low              10905.8
Close              10931
Change             -70.5
Volume             49038
Name: 7/21/2020 8:30, dtype: object","Time      7/21/2020 8:30
Open             11001.5
High             11002.8
Low              10905.8
Close            10949.5
Change               -52
Volume             77702
Name: 7/21/2020 8:30, dtype: object","Time      7/21/2020 8:00
Open               11019
High             11019.5
Low              10905.8
Close            10949.5
Change             -69.5
Volume             92513
Name: 7/21/2020 8:00, dtype: object",0.5943400539477895
21,7/22/2020,10821.25,10838.0,"Time      7/22/2020 8:30
Time.1    7/22/2020 8:30
Open               10838
High             10846.2
Low              10821.5
Close            10829.8
Change                -8
Volume              4055
Name: 7/22/2020 8:30, dtype: object","Time      7/22/2020 8:30
Open               10838
High             10849.5
Low              10821.5
Close              10847
Change                 9
Volume              6346
Name: 7/22/2020 8:30, dtype: object","Time      7/22/2020 8:30
Open               10838
High             10874.5
Low              10821.5
Close              10871
Change                33
Volume             12152
Name: 7/22/2020 8:30, dtype: object","Time      7/22/2020 8:30
Open               10838
High             10874.5
Low              10821.5
Close              10841
Change                 3
Volume             33576
Name: 7/22/2020 8:30, dtype: object","Time      7/22/2020 8:30
Open               10838
High             10895.8
Low              10821.5
Close              10881
Change                43
Volume             56654
Name: 7/22/2020 8:30, dtype: object","Time      7/22/2020 8:00
Open               10866
High             10895.8
Low              10821.5
Close              10881
Change                15
Volume             67593
Name: 7/22/2020 8:00, dtype: object",0.15478803280582187
22,7/23/2020,10859.75,10842.5,"Time      7/23/2020 8:30
Time.1    7/23/2020 8:30
Open             10842.5
High             10844.5
Low                10821
Close            10826.2
Change             -15.5
Volume              3825
Name: 7/23/2020 8:30, dtype: object","Time      7/23/2020 8:30
Open             10842.5
High             10844.5
Low                10821
Close            10832.2
Change            -10.25
Volume              5615
Name: 7/23/2020 8:30, dtype: object","Time      7/23/2020 8:30
Open             10842.5
High             10844.5
Low              10810.2
Close            10812.8
Change            -29.75
Volume             11241
Name: 7/23/2020 8:30, dtype: object","Time      7/23/2020 8:30
Open             10842.5
High             10845.5
Low                10799
Close            10835.2
Change             -7.25
Volume             31372
Name: 7/23/2020 8:30, dtype: object","Time      7/23/2020 8:30
Open             10842.5
High             10871.8
Low                10799
Close            10844.2
Change              1.75
Volume             51870
Name: 7/23/2020 8:30, dtype: object","Time      7/23/2020 8:00
Open             10844.2
High             10871.8
Low                10799
Close            10844.2
Change                 0
Volume             58740
Name: 7/23/2020 8:00, dtype: object",-0.158843435622367
23,7/24/2020,10572.0,10415.5,"Time      7/24/2020 8:30
Time.1    7/24/2020 8:30
Open             10415.5
High             10416.8
Low                10380
Close            10388.2
Change               -27
Volume              5638
Name: 7/24/2020 8:30, dtype: object","Time      7/24/2020 8:30
Open             10415.5
High             10416.8
Low                10380
Close            10404.5
Change               -11
Volume              8622
Name: 7/24/2020 8:30, dtype: object","Time      7/24/2020 8:30
Open             10415.5
High             10423.5
Low                10380
Close            10420.8
Change              5.25
Volume             14054
Name: 7/24/2020 8:30, dtype: object","Time      7/24/2020 8:30
Open             10415.5
High             10432.2
Low                10301
Close            10352.8
Change            -62.75
Volume             52420
Name: 7/24/2020 8:30, dtype: object","Time      7/24/2020 8:30
Open             10415.5
High             10432.2
Low                10301
Close              10383
Change             -32.5
Volume             85797
Name: 7/24/2020 8:30, dtype: object","Time      7/24/2020 8:00
Open             10445.2
High             10454.5
Low                10301
Close              10383
Change            -62.25
Volume            101779
Name: 7/24/2020 8:00, dtype: object",-1.4803253878168747
24,7/27/2020,10469.75,10546.75,"Time      7/27/2020 8:30
Time.1    7/27/2020 8:30
Open             10546.8
High             10549.2
Low              10533.8
Close            10546.2
Change              -0.5
Volume              3367
Name: 7/27/2020 8:30, dtype: object","Time      7/27/2020 8:30
Open             10546.8
High             10549.2
Low                10523
Close              10526
Change            -20.75
Volume              5907
Name: 7/27/2020 8:30, dtype: object","Time      7/27/2020 8:30
Open             10546.8
High             10549.2
Low              10513.8
Close            10546.5
Change             -0.25
Volume             10823
Name: 7/27/2020 8:30, dtype: object","Time      7/27/2020 8:30
Open             10546.8
High             10610.8
Low              10513.8
Close            10602.2
Change              55.5
Volume             36443
Name: 7/27/2020 8:30, dtype: object","Time      7/27/2020 8:30
Open             10546.8
High             10629.5
Low              10513.8
Close            10613.8
Change                67
Volume             60205
Name: 7/27/2020 8:30, dtype: object","Time      7/27/2020 8:00
Open             10548.8
High             10629.5
Low              10513.8
Close            10613.8
Change                65
Volume             66694
Name: 7/27/2020 8:00, dtype: object",0.7354521359153753
25,7/28/2020,10660.5,10631.0,"Time      7/28/2020 8:30
Time.1    7/28/2020 8:30
Open               10631
High             10646.8
Low              10627.2
Close            10632.2
Change                 1
Volume              3398
Name: 7/28/2020 8:30, dtype: object","Time      7/28/2020 8:30
Open               10631
High             10646.8
Low              10607.8
Close            10610.8
Change            -20.25
Volume              6343
Name: 7/28/2020 8:30, dtype: object","Time      7/28/2020 8:30
Open               10631
High             10646.8
Low                10593
Close            10601.8
Change            -29.25
Volume             13483
Name: 7/28/2020 8:30, dtype: object","Time      7/28/2020 8:30
Open               10631
High             10646.8
Low                10579
Close            10609.8
Change            -21.25
Volume             35084
Name: 7/28/2020 8:30, dtype: object","Time      7/28/2020 8:30
Open               10631
High             10646.8
Low              10557.2
Close            10585.5
Change             -45.5
Volume             60839
Name: 7/28/2020 8:30, dtype: object","Time      7/28/2020 8:00
Open             10643.5
High             10646.8
Low              10557.2
Close            10585.5
Change               -58
Volume             68443
Name: 7/28/2020 8:00, dtype: object",-0.2767224801838563
26,7/29/2020,10525.25,10588.75,"Time      7/29/2020 8:30
Time.1    7/29/2020 8:30
Open             10588.8
High             10593.8
Low                10583
Close            10587.2
Change                -2
Volume              2329
Name: 7/29/2020 8:30, dtype: object","Time      7/29/2020 8:30
Open             10588.8
High             10602.2
Low              10576.8
Close            10600.5
Change             11.75
Volume              4626
Name: 7/29/2020 8:30, dtype: object","Time      7/29/2020 8:30
Open             10588.8
High             10602.2
Low              10576.8
Close              10600
Change             11.25
Volume              8007
Name: 7/29/2020 8:30, dtype: object","Time      7/29/2020 8:30
Open             10588.8
High             10611.5
Low              10576.8
Close            10592.5
Change              3.75
Volume             23575
Name: 7/29/2020 8:30, dtype: object","Time      7/29/2020 8:30
Open             10588.8
High             10611.5
Low                10571
Close            10601.5
Change             12.75
Volume             41095
Name: 7/29/2020 8:30, dtype: object","Time      7/29/2020 8:00
Open             10597.8
High             10611.5
Low                10571
Close            10601.5
Change              3.75
Volume             47562
Name: 7/29/2020 8:00, dtype: object",0.6033110852473813
27,7/30/2020,10650.25,10566.5,"Time      7/30/2020 8:30
Time.1    7/30/2020 8:30
Open             10566.5
High               10575
Low              10551.5
Close            10570.5
Change               3.5
Volume              3457
Name: 7/30/2020 8:30, dtype: object","Time      7/30/2020 8:30
Open             10566.5
High               10584
Low              10551.5
Close            10574.2
Change              7.75
Volume              5836
Name: 7/30/2020 8:30, dtype: object","Time      7/30/2020 8:30
Open             10566.5
High             10607.8
Low              10551.5
Close            10606.2
Change             39.75
Volume             11469
Name: 7/30/2020 8:30, dtype: object","Time      7/30/2020 8:30
Open             10566.5
High             10617.5
Low              10551.5
Close            10595.8
Change             29.25
Volume             29504
Name: 7/30/2020 8:30, dtype: object","Time      7/30/2020 8:30
Open             10566.5
High             10621.2
Low              10532.5
Close            10541.2
Change            -25.25
Volume             54673
Name: 7/30/2020 8:30, dtype: object","Time      7/30/2020 8:00
Open             10540.8
High             10621.2
Low              10520.5
Close            10541.2
Change               0.5
Volume             67064
Name: 7/30/2020 8:00, dtype: object",-0.7863665172179056
