,day,prev_close,next_open,1min,3min,5min,15min,30min,60min,ovnt_change
42,02/24/2020,9452.0,9104.0,"Time        02/24/2020 08:30
Time.1      02/24/2020 08:30
Open                    9104
High                    9106
Low                  9041.25
Close                9080.25
Change                -23.75
Volume                 16961
Open Int                 NaN
Name: 02/24/2020 08:30, dtype: object","Time        02/24/2020 08:30
Time.1                   NaN
Open                    9104
High                 9145.25
Low                  9041.25
Close                 9139.5
Change                  35.5
Volume                 35128
Open Int                 NaN
Name: 02/24/2020 08:30, dtype: object","Time        02/24/2020 08:30
Time.1                   NaN
Open                    9104
High                 9145.25
Low                  9041.25
Close                 9134.5
Change                  30.5
Volume                 43410
Open Int                 NaN
Name: 02/24/2020 08:30, dtype: object","Time        02/24/2020 08:30
Time.1                   NaN
Open                    9104
High                  9180.5
Low                  9041.25
Close                9177.25
Change                 73.25
Volume                 80659
Open Int                 NaN
Name: 02/24/2020 08:30, dtype: object","Time        02/24/2020 08:30
Time.1                   NaN
Open                    9104
High                 9189.75
Low                  9041.25
Close                9183.75
Change                 79.75
Volume                127214
Open Int                 NaN
Name: 02/24/2020 08:30, dtype: object","Time        02/24/2020 08:00
Time.1                   NaN
Open                  9166.5
High                 9189.75
Low                  9041.25
Close                9183.75
Change                 17.25
Volume                158290
Open Int                 NaN
Name: 02/24/2020 08:00, dtype: object",-3.681760473973762
43,02/25/2020,9084.25,9159.25,"Time        02/25/2020 08:30
Time.1      02/25/2020 08:30
Open                 9159.25
High                    9191
Low                   9157.5
Close                9187.75
Change                 28.75
Volume                  6283
Open Int                 NaN
Name: 02/25/2020 08:30, dtype: object","Time        02/25/2020 08:30
Time.1                   NaN
Open                 9159.25
High                    9191
Low                  9143.75
Close                   9144
Change                -15.25
Volume                 18412
Open Int                 NaN
Name: 02/25/2020 08:30, dtype: object","Time        02/25/2020 08:30
Time.1                   NaN
Open                 9159.25
High                    9191
Low                  9133.25
Close                9135.25
Change                   -24
Volume                 27372
Open Int                 NaN
Name: 02/25/2020 08:30, dtype: object","Time        02/25/2020 08:30
Time.1                   NaN
Open                 9159.25
High                    9191
Low                   9120.5
Close                9122.25
Change                   -37
Volume                 58024
Open Int                 NaN
Name: 02/25/2020 08:30, dtype: object","Time        02/25/2020 08:30
Time.1                   NaN
Open                 9159.25
High                    9191
Low                  9093.75
Close                   9130
Change                -29.25
Volume                104091
Open Int                 NaN
Name: 02/25/2020 08:30, dtype: object","Time        02/25/2020 08:00
Time.1                   NaN
Open                 9165.25
High                    9191
Low                  9093.75
Close                   9130
Change                -35.25
Volume                119796
Open Int                 NaN
Name: 02/25/2020 08:00, dtype: object",0.8256047554833915
44,02/26/2020,8839.75,8890.75,"Time        02/26/2020 08:30
Time.1      02/26/2020 08:30
Open                 8890.75
High                 8922.75
Low                  8880.75
Close                 8921.5
Change                    30
Volume                  7363
Open Int                 NaN
Name: 02/26/2020 08:30, dtype: object","Time        02/26/2020 08:30
Time.1                   NaN
Open                 8890.75
High                    8929
Low                  8880.75
Close                8927.25
Change                  36.5
Volume                 18228
Open Int                 NaN
Name: 02/26/2020 08:30, dtype: object","Time        02/26/2020 08:30
Time.1                   NaN
Open                 8890.75
High                  8940.5
Low                  8880.75
Close                 8914.5
Change                 23.75
Volume                 27705
Open Int                 NaN
Name: 02/26/2020 08:30, dtype: object","Time        02/26/2020 08:30
Time.1                   NaN
Open                 8890.75
High                  9015.5
Low                  8880.75
Close                8997.25
Change                 106.5
Volume                 73346
Open Int                 NaN
Name: 02/26/2020 08:30, dtype: object","Time        02/26/2020 08:30
Time.1                   NaN
Open                 8890.75
High                  9015.5
Low                  8880.75
Close                   8955
Change                 64.25
Volume                125452
Open Int                 NaN
Name: 02/26/2020 08:30, dtype: object","Time        02/26/2020 08:00
Time.1                   NaN
Open                 8886.75
High                  9015.5
Low                  8876.75
Close                   8955
Change                 68.25
Volume                145498
Open Int                 NaN
Name: 02/26/2020 08:00, dtype: object",0.5769393930823836
45,02/27/2020,8879.5,8658.0,"Time        02/27/2020 08:30
Time.1      02/27/2020 08:30
Open                    8658
High                 8684.75
Low                  8638.75
Close                8683.75
Change                 25.75
Volume                  8906
Open Int                 NaN
Name: 02/27/2020 08:30, dtype: object","Time        02/27/2020 08:30
Time.1                   NaN
Open                    8658
High                    8688
Low                   8636.5
Close                   8640
Change                   -18
Volume                 21380
Open Int                 NaN
Name: 02/27/2020 08:30, dtype: object","Time        02/27/2020 08:30
Time.1                   NaN
Open                    8658
High                    8688
Low                  8635.75
Close                8638.25
Change                -19.75
Volume                 33665
Open Int                 NaN
Name: 02/27/2020 08:30, dtype: object","Time        02/27/2020 08:30
Time.1                   NaN
Open                    8658
High                  8722.5
Low                  8631.25
Close                   8667
Change                     9
Volume                 81158
Open Int                 NaN
Name: 02/27/2020 08:30, dtype: object","Time        02/27/2020 08:30
Time.1                   NaN
Open                    8658
High                  8722.5
Low                  8605.75
Close                 8670.5
Change                  12.5
Volume                142039
Open Int                 NaN
Name: 02/27/2020 08:30, dtype: object","Time        02/27/2020 08:00
Time.1                   NaN
Open                 8686.25
High                  8722.5
Low                  8605.75
Close                 8670.5
Change                -15.75
Volume                177618
Open Int                 NaN
Name: 02/27/2020 08:00, dtype: object",-2.4945098260037164
46,02/28/2020,8432.0,8161.0,"Time        02/28/2020 08:30
Time.1      02/28/2020 08:30
Open                    8161
High                  8220.5
Low                  8126.25
Close                8219.75
Change                    58
Volume                  7380
Open Int                 NaN
Name: 02/28/2020 08:30, dtype: object","Time        02/28/2020 08:30
Time.1                   NaN
Open                    8161
High                  8266.5
Low                  8126.25
Close                   8264
Change                   103
Volume                 15834
Open Int                 NaN
Name: 02/28/2020 08:30, dtype: object","Time        02/28/2020 08:30
Time.1                   NaN
Open                    8161
High                    8287
Low                  8126.25
Close                   8275
Change                   114
Volume                 24590
Open Int                 NaN
Name: 02/28/2020 08:30, dtype: object","Time        02/28/2020 08:30
Time.1                   NaN
Open                    8161
High                    8322
Low                  8126.25
Close                   8235
Change                    74
Volume                 59968
Open Int                 NaN
Name: 02/28/2020 08:30, dtype: object","Time        02/28/2020 08:30
Time.1                   NaN
Open                    8161
High                    8322
Low                  8126.25
Close                   8184
Change                    23
Volume                112844
Open Int                 NaN
Name: 02/28/2020 08:30, dtype: object","Time        02/28/2020 08:00
Time.1                   NaN
Open                    8205
High                    8322
Low                  8126.25
Close                   8184
Change                   -21
Volume                166115
Open Int                 NaN
Name: 02/28/2020 08:00, dtype: object",-3.213946869070209
47,03/02/2020,8475.75,8564.0,"Time        03/02/2020 08:30
Time.1      03/02/2020 08:30
Open                    8564
High                    8591
Low                   8552.5
Close                8579.25
Change                    15
Volume                  8353
Open Int                 NaN
Name: 03/02/2020 08:30, dtype: object","Time        03/02/2020 08:30
Time.1                   NaN
Open                    8564
High                    8596
Low                  8540.25
Close                 8556.5
Change                  -7.5
Volume                 21414
Open Int                 NaN
Name: 03/02/2020 08:30, dtype: object","Time        03/02/2020 08:30
Time.1                   NaN
Open                    8564
High                    8596
Low                  8525.25
Close                   8533
Change                   -31
Volume                 30140
Open Int                 NaN
Name: 03/02/2020 08:30, dtype: object","Time        03/02/2020 08:30
Time.1                   NaN
Open                    8564
High                    8596
Low                     8485
Close                 8533.5
Change                 -30.5
Volume                 55627
Open Int                 NaN
Name: 03/02/2020 08:30, dtype: object","Time        03/02/2020 08:30
Time.1                   NaN
Open                    8564
High                    8596
Low                     8485
Close                8514.75
Change                -49.25
Volume                 89538
Open Int                 NaN
Name: 03/02/2020 08:30, dtype: object","Time        03/02/2020 08:00
Time.1                   NaN
Open                    8510
High                    8596
Low                     8485
Close                8514.75
Change                  4.75
Volume                122614
Open Int                 NaN
Name: 03/02/2020 08:00, dtype: object",1.04120579299767
48,03/03/2020,8876.25,8901.0,"Time        03/03/2020 08:30
Time.1      03/03/2020 08:30
Open                    8901
High                    8904
Low                  8861.75
Close                8865.25
Change                -36.75
Volume                  5840
Open Int                 NaN
Name: 03/03/2020 08:30, dtype: object","Time        03/03/2020 08:30
Time.1                   NaN
Open                    8901
High                    8904
Low                  8852.75
Close                8860.25
Change                -40.75
Volume                 14921
Open Int                 NaN
Name: 03/03/2020 08:30, dtype: object","Time        03/03/2020 08:30
Time.1                   NaN
Open                    8901
High                    8904
Low                  8844.25
Close                   8851
Change                   -50
Volume                 21949
Open Int                 NaN
Name: 03/03/2020 08:30, dtype: object","Time        03/03/2020 08:30
Time.1                   NaN
Open                    8901
High                    8904
Low                   8801.5
Close                8825.25
Change                -75.75
Volume                 54096
Open Int                 NaN
Name: 03/03/2020 08:30, dtype: object","Time        03/03/2020 08:30
Time.1                   NaN
Open                    8901
High                    8904
Low                  8744.75
Close                   8780
Change                  -121
Volume                 99667
Open Int                 NaN
Name: 03/03/2020 08:30, dtype: object","Time        03/03/2020 08:00
Time.1                   NaN
Open                 8850.25
High                 8909.75
Low                  8744.75
Close                   8780
Change                -70.25
Volume                120255
Open Int                 NaN
Name: 03/03/2020 08:00, dtype: object",0.2788339670468948
49,03/04/2020,8596.75,8745.5,"Time        03/04/2020 08:30
Time.1      03/04/2020 08:30
Open                  8745.5
High                    8767
Low                  8736.75
Close                 8764.5
Change                    20
Volume                  5637
Open Int                 NaN
Name: 03/04/2020 08:30, dtype: object","Time        03/04/2020 08:30
Time.1                   NaN
Open                  8745.5
High                 8775.75
Low                  8736.75
Close                8770.75
Change                 25.25
Volume                 14482
Open Int                 NaN
Name: 03/04/2020 08:30, dtype: object","Time        03/04/2020 08:30
Time.1                   NaN
Open                  8745.5
High                  8782.5
Low                  8736.75
Close                8755.25
Change                  9.75
Volume                 22922
Open Int                 NaN
Name: 03/04/2020 08:30, dtype: object","Time        03/04/2020 08:30
Time.1                   NaN
Open                  8745.5
High                  8782.5
Low                     8687
Close                   8721
Change                 -24.5
Volume                 58675
Open Int                 NaN
Name: 03/04/2020 08:30, dtype: object","Time        03/04/2020 08:30
Time.1                   NaN
Open                  8745.5
High                  8782.5
Low                  8665.25
Close                8694.75
Change                -50.75
Volume                 97308
Open Int                 NaN
Name: 03/04/2020 08:30, dtype: object","Time        03/04/2020 08:00
Time.1                   NaN
Open                 8742.75
High                  8782.5
Low                  8665.25
Close                8694.75
Change                   -48
Volume                114144
Open Int                 NaN
Name: 03/04/2020 08:00, dtype: object",1.730305057143688
50,03/05/2020,8943.75,8716.25,"Time        03/05/2020 08:30
Time.1      03/05/2020 08:30
Open                 8716.25
High                 8734.25
Low                   8701.5
Close                8726.25
Change                  9.75
Volume                  6068
Open Int                 NaN
Name: 03/05/2020 08:30, dtype: object","Time        03/05/2020 08:30
Time.1                   NaN
Open                 8716.25
High                    8745
Low                   8701.5
Close                8724.75
Change                   8.5
Volume                 13224
Open Int                 NaN
Name: 03/05/2020 08:30, dtype: object","Time        03/05/2020 08:30
Time.1                   NaN
Open                 8716.25
High                 8761.75
Low                   8701.5
Close                8759.75
Change                  43.5
Volume                 19203
Open Int                 NaN
Name: 03/05/2020 08:30, dtype: object","Time        03/05/2020 08:30
Time.1                   NaN
Open                 8716.25
High                 8781.75
Low                   8701.5
Close                   8768
Change                 51.75
Volume                 49462
Open Int                 NaN
Name: 03/05/2020 08:30, dtype: object","Time        03/05/2020 08:30
Time.1                   NaN
Open                 8716.25
High                 8781.75
Low                   8701.5
Close                 8739.5
Change                 23.25
Volume                 88323
Open Int                 NaN
Name: 03/05/2020 08:30, dtype: object","Time        03/05/2020 08:00
Time.1                   NaN
Open                    8718
High                 8781.75
Low                     8672
Close                 8739.5
Change                  21.5
Volume                107745
Open Int                 NaN
Name: 03/05/2020 08:00, dtype: object",-2.543675751222921
51,03/06/2020,8672.0,8384.5,"Time        03/06/2020 08:30
Time.1      03/06/2020 08:30
Open                  8384.5
High                 8408.75
Low                  8380.75
Close                8405.75
Change                  20.5
Volume                  5463
Open Int                 NaN
Name: 03/06/2020 08:30, dtype: object","Time        03/06/2020 08:30
Time.1                   NaN
Open                  8384.5
High                    8451
Low                  8380.75
Close                8448.25
Change                 63.75
Volume                 15498
Open Int                 NaN
Name: 03/06/2020 08:30, dtype: object","Time        03/06/2020 08:30
Time.1                   NaN
Open                  8384.5
High                 8456.25
Low                  8380.75
Close                   8422
Change                  37.5
Volume                 23729
Open Int                 NaN
Name: 03/06/2020 08:30, dtype: object","Time        03/06/2020 08:30
Time.1                   NaN
Open                  8384.5
High                    8461
Low                  8380.75
Close                8437.75
Change                 53.25
Volume                 51380
Open Int                 NaN
Name: 03/06/2020 08:30, dtype: object","Time        03/06/2020 08:30
Time.1                   NaN
Open                  8384.5
High                    8461
Low                   8363.5
Close                8418.25
Change                 33.75
Volume                 87023
Open Int                 NaN
Name: 03/06/2020 08:30, dtype: object","Time        03/06/2020 08:00
Time.1                   NaN
Open                 8391.25
High                    8461
Low                   8310.5
Close                8418.25
Change                    27
Volume                110150
Open Int                 NaN
Name: 03/06/2020 08:00, dtype: object",-3.3152675276752768
52,03/10/2020,8528.0,8237.5,"Time        03/10/2020 08:30
Time.1      03/10/2020 08:30
Open                  8237.5
High                  8244.5
Low                     8210
Close                   8227
Change                 -9.75
Volume                  3606
Open Int                 NaN
Name: 03/10/2020 08:30, dtype: object","Time        03/10/2020 08:30
Time.1                   NaN
Open                  8237.5
High                  8244.5
Low                   8183.5
Close                8211.25
Change                -26.25
Volume                  8655
Open Int                 NaN
Name: 03/10/2020 08:30, dtype: object","Time        03/10/2020 08:30
Time.1                   NaN
Open                  8237.5
High                  8244.5
Low                   8183.5
Close                   8222
Change                 -15.5
Volume                 14262
Open Int                 NaN
Name: 03/10/2020 08:30, dtype: object","Time        03/10/2020 08:30
Time.1                   NaN
Open                  8237.5
High                  8244.5
Low                     8138
Close                   8164
Change                 -73.5
Volume                 47932
Open Int                 NaN
Name: 03/10/2020 08:30, dtype: object","Time        03/10/2020 08:30
Time.1                   NaN
Open                  8237.5
High                  8244.5
Low                     8135
Close                   8188
Change                 -49.5
Volume                 87382
Open Int                 NaN
Name: 03/10/2020 08:30, dtype: object","Time        03/10/2020 08:00
Time.1                   NaN
Open                  8228.5
High                  8244.5
Low                     8135
Close                   8188
Change                 -40.5
Volume                 98364
Open Int                 NaN
Name: 03/10/2020 08:00, dtype: object",-3.406425891181989
53,03/11/2020,8366.5,8163.75,"Time        03/11/2020 08:30
Time.1      03/11/2020 08:30
Open                 8163.75
High                 8178.75
Low                     8149
Close                 8161.5
Change                 -2.25
Volume                  4204
Open Int                 NaN
Name: 03/11/2020 08:30, dtype: object","Time        03/11/2020 08:30
Time.1                   NaN
Open                 8163.75
High                 8188.25
Low                     8147
Close                 8184.5
Change                 20.75
Volume                 10602
Open Int                 NaN
Name: 03/11/2020 08:30, dtype: object","Time        03/11/2020 08:30
Time.1                   NaN
Open                 8163.75
High                 8216.75
Low                     8147
Close                   8199
Change                 35.25
Volume                 18397
Open Int                 NaN
Name: 03/11/2020 08:30, dtype: object","Time        03/11/2020 08:30
Time.1                   NaN
Open                 8163.75
High                 8216.75
Low                  8128.25
Close                 8156.5
Change                 -7.25
Volume                 51875
Open Int                 NaN
Name: 03/11/2020 08:30, dtype: object","Time        03/11/2020 08:30
Time.1                   NaN
Open                 8163.75
High                 8216.75
Low                  8128.25
Close                8179.75
Change                    16
Volume                 88415
Open Int                 NaN
Name: 03/11/2020 08:30, dtype: object","Time        03/11/2020 08:00
Time.1                   NaN
Open                  8077.5
High                 8216.75
Low                   8074.5
Close                8179.75
Change                102.25
Volume                104281
Open Int                 NaN
Name: 03/11/2020 08:00, dtype: object",-2.423355046913285
54,03/17/2020,7998.25,7182.75,"Time        03/17/2020 08:30
Time.1      03/17/2020 08:30
Open                 7182.75
High                    7222
Low                   7175.5
Close                7216.25
Change                    35
Volume                   815
Open Int                 NaN
Name: 03/17/2020 08:30, dtype: object","Time        03/17/2020 08:30
Time.1                   NaN
Open                 7182.75
High                  7252.5
Low                  7166.25
Close                7234.75
Change                    52
Volume                  1948
Open Int                 NaN
Name: 03/17/2020 08:30, dtype: object","Time        03/17/2020 08:30
Time.1                   NaN
Open                 7182.75
High                  7252.5
Low                  7166.25
Close                   7196
Change                 13.25
Volume                  3352
Open Int                 NaN
Name: 03/17/2020 08:30, dtype: object","Time        03/17/2020 08:30
Time.1                   NaN
Open                 7182.75
High                  7252.5
Low                   7032.5
Close                   7036
Change               -146.75
Volume                  9525
Open Int                 NaN
Name: 03/17/2020 08:30, dtype: object","Time        03/17/2020 08:30
Time.1                   NaN
Open                 7182.75
High                  7252.5
Low                     6966
Close                 6982.5
Change               -200.25
Volume                 19213
Open Int                 NaN
Name: 03/17/2020 08:30, dtype: object","Time        03/17/2020 08:00
Time.1                   NaN
Open                 7182.25
High                  7252.5
Low                     6966
Close                 6982.5
Change               -199.75
Volume                 23785
Open Int                 NaN
Name: 03/17/2020 08:00, dtype: object",-10.195980370706092
55,03/19/2020,7453.75,7197.75,"Time        03/19/2020 08:30
Time.1      03/19/2020 08:30
Open                 7197.75
High                 7209.75
Low                  7166.25
Close                7170.75
Change                -28.75
Volume                   238
Open Int                 NaN
Name: 03/19/2020 08:30, dtype: object","Time        03/19/2020 08:30
Time.1                   NaN
Open                 7197.75
High                 7209.75
Low                  7120.75
Close                7131.75
Change                   -66
Volume                   695
Open Int                 NaN
Name: 03/19/2020 08:30, dtype: object","Time        03/19/2020 08:30
Time.1                   NaN
Open                 7197.75
High                 7209.75
Low                     7085
Close                7117.25
Change                 -80.5
Volume                  1070
Open Int                 NaN
Name: 03/19/2020 08:30, dtype: object","Time        03/19/2020 08:30
Time.1                   NaN
Open                 7197.75
High                 7209.75
Low                     7031
Close                 7063.5
Change               -134.25
Volume                  3033
Open Int                 NaN
Name: 03/19/2020 08:30, dtype: object","Time        03/19/2020 08:30
Time.1                   NaN
Open                 7197.75
High                  7254.5
Low                     7031
Close                 7247.5
Change                 49.75
Volume                  5301
Open Int                 NaN
Name: 03/19/2020 08:30, dtype: object","Time        03/19/2020 08:00
Time.1                   NaN
Open                 7179.75
High                  7254.5
Low                     7031
Close                 7247.5
Change                 67.75
Volume                  8852
Open Int                 NaN
Name: 03/19/2020 08:00, dtype: object",-3.4345128291128626
56,03/20/2020,7289.5,7429.0,"Time        03/20/2020 08:30
Time.1      03/20/2020 08:30
Open                    7429
High                 7441.25
Low                   7375.5
Close                   7395
Change                -34.25
Volume                  4380
Open Int                 NaN
Name: 03/20/2020 08:30, dtype: object","Time        03/20/2020 08:30
Time.1                   NaN
Open                    7429
High                 7441.25
Low                   7375.5
Close                   7433
Change                     4
Volume                  7925
Open Int                 NaN
Name: 03/20/2020 08:30, dtype: object","Time        03/20/2020 08:30
Time.1                   NaN
Open                    7429
High                 7441.25
Low                   7375.5
Close                7434.25
Change                  5.25
Volume                 10161
Open Int                 NaN
Name: 03/20/2020 08:30, dtype: object","Time        03/20/2020 08:30
Time.1                   NaN
Open                    7429
High                 7469.75
Low                  7310.25
Close                   7322
Change                  -107
Volume                 24593
Open Int                 NaN
Name: 03/20/2020 08:30, dtype: object","Time        03/20/2020 08:30
Time.1                   NaN
Open                    7429
High                 7469.75
Low                  7288.25
Close                7354.25
Change                -74.75
Volume                 43027
Open Int                 NaN
Name: 03/20/2020 08:30, dtype: object","Time        03/20/2020 08:00
Time.1                   NaN
Open                  7425.5
High                  7488.5
Low                  7288.25
Close                7354.25
Change                -71.25
Volume                 52942
Open Int                 NaN
Name: 03/20/2020 08:00, dtype: object",1.91371150284656
57,03/23/2020,6975.5,6999.75,"Time        03/23/2020 08:30
Time.1      03/23/2020 08:30
Open                 6999.75
High                    7001
Low                  6920.75
Close                6955.75
Change                   -43
Volume                  3637
Open Int                 NaN
Name: 03/23/2020 08:30, dtype: object","Time        03/23/2020 08:30
Time.1                   NaN
Open                 6999.75
High                    7001
Low                  6892.25
Close                6979.75
Change                   -20
Volume                  8155
Open Int                 NaN
Name: 03/23/2020 08:30, dtype: object","Time        03/23/2020 08:30
Time.1                   NaN
Open                 6999.75
High                    7011
Low                  6892.25
Close                6977.25
Change                 -22.5
Volume                 11222
Open Int                 NaN
Name: 03/23/2020 08:30, dtype: object","Time        03/23/2020 08:30
Time.1                   NaN
Open                 6999.75
High                    7011
Low                   6834.5
Close                   6886
Change               -113.75
Volume                 29737
Open Int                 NaN
Name: 03/23/2020 08:30, dtype: object","Time        03/23/2020 08:30
Time.1                   NaN
Open                 6999.75
High                  7034.5
Low                   6834.5
Close                 7030.5
Change                 30.75
Volume                 60471
Open Int                 NaN
Name: 03/23/2020 08:30, dtype: object","Time        03/23/2020 08:00
Time.1                   NaN
Open                  7165.5
High                    7208
Low                   6834.5
Close                 7030.5
Change                  -135
Volume                 76075
Open Int                 NaN
Name: 03/23/2020 08:00, dtype: object",0.34764533008386495
58,03/24/2020,6992.0,7379.25,"Time        03/24/2020 08:30
Time.1      03/24/2020 08:30
Open                 7379.25
High                    7393
Low                  7337.75
Close                   7362
Change                    -2
Volume                  2787
Open Int                 NaN
Name: 03/24/2020 08:30, dtype: object","Time        03/24/2020 08:30
Time.1                   NaN
Open                 7379.25
High                    7393
Low                  7333.75
Close                 7372.5
Change                 -6.75
Volume                  6259
Open Int                 NaN
Name: 03/24/2020 08:30, dtype: object","Time        03/24/2020 08:30
Time.1                   NaN
Open                 7379.25
High                 7417.25
Low                  7333.75
Close                7416.25
Change                    37
Volume                  9861
Open Int                 NaN
Name: 03/24/2020 08:30, dtype: object","Time        03/24/2020 08:30
Time.1                   NaN
Open                 7379.25
High                  7435.5
Low                     7327
Close                 7340.5
Change                -38.75
Volume                 28277
Open Int                 NaN
Name: 03/24/2020 08:30, dtype: object","Time        03/24/2020 08:30
Time.1                   NaN
Open                 7379.25
High                  7435.5
Low                     7325
Close                   7336
Change                -43.25
Volume                 46828
Open Int                 NaN
Name: 03/24/2020 08:30, dtype: object","Time        03/24/2020 08:00
Time.1                   NaN
Open                 7341.25
High                  7435.5
Low                  7315.25
Close                   7336
Change                 -5.25
Volume                 51867
Open Int                 NaN
Name: 03/24/2020 08:00, dtype: object",5.538472540045766
59,03/25/2020,7531.25,7555.25,"Time        03/25/2020 08:30
Time.1      03/25/2020 08:30
Open                 7555.25
High                    7558
Low                     7485
Close                   7491
Change                   -64
Volume                  3526
Open Int                 NaN
Name: 03/25/2020 08:30, dtype: object","Time        03/25/2020 08:30
Time.1                   NaN
Open                 7555.25
High                    7558
Low                     7485
Close                7544.25
Change                   -11
Volume                  7722
Open Int                 NaN
Name: 03/25/2020 08:30, dtype: object","Time        03/25/2020 08:30
Time.1                   NaN
Open                 7555.25
High                 7609.75
Low                     7485
Close                 7601.5
Change                 46.25
Volume                 12943
Open Int                 NaN
Name: 03/25/2020 08:30, dtype: object","Time        03/25/2020 08:30
Time.1                   NaN
Open                 7555.25
High                 7664.25
Low                     7485
Close                7608.75
Change                  53.5
Volume                 30151
Open Int                 NaN
Name: 03/25/2020 08:30, dtype: object","Time        03/25/2020 08:30
Time.1                   NaN
Open                 7555.25
High                 7664.25
Low                     7465
Close                 7472.5
Change                -82.75
Volume                 57721
Open Int                 NaN
Name: 03/25/2020 08:30, dtype: object","Time        03/25/2020 08:00
Time.1                   NaN
Open                    7522
High                 7664.25
Low                     7465
Close                 7472.5
Change                 -49.5
Volume                 67590
Open Int                 NaN
Name: 03/25/2020 08:00, dtype: object",0.3186721991701245
60,03/26/2020,7463.25,7527.25,"Time        03/26/2020 08:30
Time.1      03/26/2020 08:30
Open                 7527.25
High                 7597.25
Low                  7514.75
Close                7590.75
Change                    63
Volume                  2726
Open Int                 NaN
Name: 03/26/2020 08:30, dtype: object","Time        03/26/2020 08:30
Time.1                   NaN
Open                 7527.25
High                    7619
Low                  7514.75
Close                   7559
Change                 31.75
Volume                  6802
Open Int                 NaN
Name: 03/26/2020 08:30, dtype: object","Time        03/26/2020 08:30
Time.1                   NaN
Open                 7527.25
High                    7619
Low                  7514.75
Close                 7571.5
Change                 44.25
Volume                 10741
Open Int                 NaN
Name: 03/26/2020 08:30, dtype: object","Time        03/26/2020 08:30
Time.1                   NaN
Open                 7527.25
High                 7638.25
Low                  7514.75
Close                 7592.5
Change                 65.25
Volume                 24543
Open Int                 NaN
Name: 03/26/2020 08:30, dtype: object","Time        03/26/2020 08:30
Time.1                   NaN
Open                 7527.25
High                    7643
Low                  7514.75
Close                7627.75
Change                 100.5
Volume                 47205
Open Int                 NaN
Name: 03/26/2020 08:30, dtype: object","Time        03/26/2020 08:00
Time.1                   NaN
Open                 7461.25
High                    7643
Low                     7436
Close                7627.75
Change                 166.5
Volume                 60650
Open Int                 NaN
Name: 03/26/2020 08:00, dtype: object",0.8575352560881653
61,03/27/2020,7868.0,7654.75,"Time        03/27/2020 08:30
Time.1      03/27/2020 08:30
Open                 7654.75
High                    7674
Low                  7636.25
Close                   7672
Change                 16.25
Volume                  3044
Open Int                 NaN
Name: 03/27/2020 08:30, dtype: object","Time        03/27/2020 08:30
Time.1                   NaN
Open                 7654.75
High                 7675.75
Low                  7636.25
Close                   7654
Change                 -0.75
Volume                  5819
Open Int                 NaN
Name: 03/27/2020 08:30, dtype: object","Time        03/27/2020 08:30
Time.1                   NaN
Open                 7654.75
High                 7676.75
Low                  7636.25
Close                 7659.5
Change                  4.75
Volume                  7994
Open Int                 NaN
Name: 03/27/2020 08:30, dtype: object","Time        03/27/2020 08:30
Time.1                   NaN
Open                 7654.75
High                  7692.5
Low                  7586.25
Close                   7600
Change                -54.75
Volume                 19644
Open Int                 NaN
Name: 03/27/2020 08:30, dtype: object","Time        03/27/2020 08:30
Time.1                   NaN
Open                 7654.75
High                  7692.5
Low                     7578
Close                   7634
Change                -20.75
Volume                 32920
Open Int                 NaN
Name: 03/27/2020 08:30, dtype: object","Time        03/27/2020 08:00
Time.1                   NaN
Open                  7643.5
High                  7692.5
Low                     7578
Close                   7634
Change                  -9.5
Volume                 44763
Open Int                 NaN
Name: 03/27/2020 08:00, dtype: object",-2.710345704117946
62,03/30/2020,7573.25,7661.5,"Time        03/30/2020 08:30
Time.1      03/30/2020 08:30
Open                  7661.5
High                 7680.25
Low                     7650
Close                7676.25
Change                    14
Volume                  2345
Open Int                 NaN
Name: 03/30/2020 08:30, dtype: object","Time        03/30/2020 08:30
Time.1                   NaN
Open                  7661.5
High                  7712.5
Low                     7650
Close                7699.25
Change                 37.75
Volume                  5429
Open Int                 NaN
Name: 03/30/2020 08:30, dtype: object","Time        03/30/2020 08:30
Time.1                   NaN
Open                  7661.5
High                  7712.5
Low                     7650
Close                   7708
Change                  46.5
Volume                  7849
Open Int                 NaN
Name: 03/30/2020 08:30, dtype: object","Time        03/30/2020 08:30
Time.1                   NaN
Open                  7661.5
High                  7712.5
Low                     7630
Close                7660.25
Change                 -1.25
Volume                 18798
Open Int                 NaN
Name: 03/30/2020 08:30, dtype: object","Time        03/30/2020 08:30
Time.1                   NaN
Open                  7661.5
High                  7712.5
Low                     7630
Close                 7686.5
Change                    25
Volume                 29971
Open Int                 NaN
Name: 03/30/2020 08:30, dtype: object","Time        03/30/2020 08:00
Time.1                   NaN
Open                 7676.75
High                  7712.5
Low                     7630
Close                 7686.5
Change                  9.75
Volume                 38146
Open Int                 NaN
Name: 03/30/2020 08:00, dtype: object",1.1652857095698677
