Time,Open,High,Low,Last,Change,Volume,Open Int
8/6/2020 18:15,11252.5,11253.5,11251.25,11251.5,-0.75,49,N/A
8/6/2020 18:10,11248.75,11253,11246.75,11252.25,3.25,153,N/A
8/6/2020 18:05,11253.25,11253.25,11248.75,11249,-4.5,204,N/A
8/6/2020 18:00,11251,11255.5,11250.25,11253.5,2.25,188,N/A
8/6/2020 17:55,11257.5,11257.5,11250.25,11251.25,-5.75,197,N/A
8/6/2020 17:50,11257.5,11258.5,11256.5,11257,-0.5,67,N/A
8/6/2020 17:45,11257,11258.5,11257,11257.5,0.5,38,N/A
8/6/2020 17:40,11253.25,11258,11253.25,11257,3,90,N/A
8/6/2020 17:35,11257.75,11258,11252.5,11254,-4,85,N/A
8/6/2020 17:30,11257.5,11259.25,11257.25,11258,0.75,76,N/A
8/6/2020 17:25,11257.75,11258.5,11255.75,11257.25,0,85,N/A
8/6/2020 17:20,11250,11258.25,11249.75,11257.25,7.25,239,N/A
8/6/2020 17:15,11255.5,11256.25,11248.5,11250,-5.25,241,N/A
8/6/2020 17:10,11256.75,11257.25,11252,11255.25,-0.75,148,N/A
8/6/2020 17:05,11256.75,11259,11255.75,11256,-0.25,132,N/A
8/6/2020 17:00,11260.5,11263.25,11252,11256.25,-1.75,595,N/A
8/6/2020 15:55,11263,11263,11257.5,11258,-5.5,293,N/A
8/6/2020 15:50,11264.25,11265.25,11263,11263.5,-1.25,260,N/A
8/6/2020 15:45,11264.25,11265.75,11262,11264.75,1,459,N/A
8/6/2020 15:40,11262.5,11265,11261,11263.75,1.5,344,N/A
8/6/2020 15:35,11260,11263,11258.5,11262.25,2,280,N/A
8/6/2020 15:30,11260.25,11261.25,11255.5,11260.25,-1.5,567,N/A
8/6/2020 15:10,11256,11263.5,11255,11261.75,5.25,1548,N/A
8/6/2020 15:05,11257.25,11263.5,11255.5,11256.5,-0.5,1645,N/A
8/6/2020 15:00,11254.5,11262.75,11248.5,11257,2.75,2796,N/A
8/6/2020 14:55,11260,11260.25,11244,11254.25,-6.25,8269,N/A
8/6/2020 14:50,11236.5,11260.5,11233.5,11260.5,24,5780,N/A
8/6/2020 14:45,11245,11253,11235.25,11236.5,-8.25,4277,N/A
8/6/2020 14:40,11254.5,11257.75,11244,11244.75,-9.75,3614,N/A
8/6/2020 14:35,11251.5,11260.5,11240.25,11254.5,2.75,4686,N/A
8/6/2020 14:30,11257,11264.5,11250.5,11251.75,-4.5,3989,N/A
8/6/2020 14:25,11257.5,11259.5,11245.25,11256.25,-1.5,4209,N/A
8/6/2020 14:20,11267.75,11271.75,11257.5,11257.75,-10,3822,N/A
8/6/2020 14:15,11253,11269.25,11251.5,11267.75,15.25,4443,N/A
8/6/2020 14:10,11245,11258,11244.25,11252.5,7.25,2893,N/A
8/6/2020 14:05,11249,11249.75,11238,11245.25,-4,3398,N/A
8/6/2020 14:00,11249.75,11255.5,11243.75,11249.25,0,3320,N/A
8/6/2020 13:55,11247.75,11256.5,11247.5,11249.25,1.25,2418,N/A
8/6/2020 13:50,11238,11253.5,11237.75,11248,10.25,3883,N/A
8/6/2020 13:45,11246.5,11246.75,11234.25,11237.75,-8.25,2924,N/A
8/6/2020 13:40,11238.25,11247.75,11234.5,11246,7.75,3208,N/A
8/6/2020 13:35,11237.25,11239.5,11229.75,11238.25,1,3042,N/A
8/6/2020 13:30,11228.75,11243,11228,11237.25,8.5,4518,N/A
8/6/2020 13:25,11222,11230.75,11218.25,11228.75,6.5,3092,N/A
8/6/2020 13:20,11214.75,11223,11214.75,11222.25,7.25,3035,N/A
8/6/2020 13:15,11215.5,11220.75,11212,11215,0,2774,N/A
8/6/2020 13:10,11216.25,11218,11211,11215,-1,3144,N/A
8/6/2020 13:05,11210,11217,11207.5,11216,6.25,3444,N/A
8/6/2020 13:00,11194.5,11213.25,11193.5,11209.75,15.25,7170,N/A
8/6/2020 12:55,11196.75,11198,11188.5,11194.5,-2,2333,N/A
8/6/2020 12:50,11187.25,11197.25,11184.25,11196.5,9,3651,N/A
8/6/2020 12:45,11175.5,11187.5,11170.5,11187.5,12.75,2282,N/A
8/6/2020 12:40,11179.5,11182,11173.75,11174.75,-4.5,1257,N/A
8/6/2020 12:35,11173.5,11179.5,11173,11179.25,6.25,1282,N/A
8/6/2020 12:30,11175.25,11183,11172,11173,-2.25,2035,N/A
8/6/2020 12:25,11182.25,11182.25,11172.5,11175.25,-7,2028,N/A
8/6/2020 12:20,11168,11182.5,11167.75,11182.25,14,2741,N/A
8/6/2020 12:15,11170,11173.25,11165,11168.25,-2,1388,N/A
8/6/2020 12:10,11164.75,11170.75,11164.5,11170.25,5.5,1362,N/A
8/6/2020 12:05,11170,11170.75,11161.5,11164.75,-5,1905,N/A
8/6/2020 12:00,11173,11173,11164.5,11169.75,-3.25,2056,N/A
8/6/2020 11:55,11168.5,11174.25,11162.5,11173,4.75,2620,N/A
8/6/2020 11:50,11161.5,11171,11161.5,11168.25,6.75,3959,N/A
8/6/2020 11:45,11160.5,11161.5,11155,11161.5,1,1646,N/A
8/6/2020 11:40,11158,11161.75,11153,11160.5,2.75,2106,N/A
8/6/2020 11:35,11148.75,11161,11146.5,11157.75,8.75,2323,N/A
8/6/2020 11:30,11151.25,11153.5,11144,11149,-2.25,2368,N/A
8/6/2020 11:25,11160.75,11160.75,11151.25,11151.25,-9.25,2339,N/A
8/6/2020 11:20,11147,11162,11146.75,11160.5,13.5,3798,N/A
8/6/2020 11:15,11149.5,11151.5,11142,11147,-2.25,2496,N/A
8/6/2020 11:10,11142,11152.25,11136,11149.25,8,4428,N/A
8/6/2020 11:05,11135.25,11145.75,11132,11141.25,6.25,3596,N/A
8/6/2020 11:00,11126,11137.5,11122.5,11135,9,3349,N/A
8/6/2020 10:55,11122.75,11132,11118,11126,2.25,3049,N/A
8/6/2020 10:50,11128.75,11131.5,11119,11123.75,-5,3233,N/A
8/6/2020 10:45,11124.25,11137.25,11122.25,11128.75,4.75,4013,N/A
8/6/2020 10:40,11124,11129.75,11112.5,11124,0.25,3656,N/A
8/6/2020 10:35,11128.25,11134.75,11123.75,11123.75,-4.75,3337,N/A
8/6/2020 10:30,11116.25,11130.5,11112.5,11128.5,12,4260,N/A
8/6/2020 10:25,11129.5,11130.25,11114.25,11116.5,-13,4939,N/A
8/6/2020 10:20,11129.5,11140.5,11129,11129.5,0.5,5031,N/A
8/6/2020 10:15,11122,11129.75,11119.5,11129,7,2715,N/A
8/6/2020 10:10,11126,11130,11118.5,11122,-3.75,3118,N/A
8/6/2020 10:05,11122.25,11130.75,11122.25,11125.75,3.75,3915,N/A
8/6/2020 10:00,11112.75,11122.75,11105.75,11122,9,4046,N/A
8/6/2020 9:55,11098,11117.25,11095.25,11113,15.25,4908,N/A
8/6/2020 9:50,11098.25,11098.25,11081,11097.75,-1,5100,N/A
8/6/2020 9:45,11097.5,11105,11094.75,11098.75,1.25,4078,N/A
8/6/2020 9:40,11127.5,11129.5,11089,11097.5,-30,7118,N/A
8/6/2020 9:35,11128,11139.25,11126.5,11127.5,-0.75,3902,N/A
8/6/2020 9:30,11133.5,11139.25,11125.75,11128.25,-5.5,3759,N/A
8/6/2020 9:25,11143.5,11147,11132.5,11133.75,-9.75,4231,N/A
8/6/2020 9:20,11131.75,11145,11129.5,11143.5,11.5,4205,N/A
8/6/2020 9:15,11130.75,11136,11125.75,11132,1.5,4307,N/A
8/6/2020 9:10,11116.25,11139,11113.5,11130.5,14,7753,N/A
8/6/2020 9:05,11113,11120.25,11107.25,11116.5,3,4245,N/A
8/6/2020 9:00,11117.75,11122,11108,11113.5,-4.5,4833,N/A
8/6/2020 8:55,11096.75,11118.75,11089.5,11118,21.25,6682,N/A
8/6/2020 8:50,11086.75,11099.75,11073,11096.75,9.75,6803,N/A
8/6/2020 8:45,11098,11102.75,11083.75,11087,-10.5,6043,N/A
8/6/2020 8:40,11088,11102.5,11087.75,11097.5,9.5,6760,N/A
8/6/2020 8:35,11103,11106.75,11081.25,11088,-14,9776,N/A
8/6/2020 8:30,11098.75,11120.25,11096,11102,2.5,11594,N/A
8/6/2020 8:25,11093.25,11101.25,11088.75,11099.5,6.25,2126,N/A
8/6/2020 8:20,11096,11096,11092.75,11093.25,-3,991,N/A
8/6/2020 8:15,11098,11102.25,11095.75,11096.25,-2,827,N/A
8/6/2020 8:10,11097.25,11100.25,11095.75,11098.25,1.5,1220,N/A
8/6/2020 8:05,11098.75,11103,11096.25,11096.75,-2,1150,N/A
8/6/2020 8:00,11105.75,11105.75,11097.5,11098.75,-7,1173,N/A
8/6/2020 7:55,11108.25,11110.25,11104.5,11105.75,-2.75,930,N/A
8/6/2020 7:50,11104.5,11110.5,11102.5,11108.5,3.75,1146,N/A
8/6/2020 7:45,11110,11114.5,11104,11104.75,-5,1471,N/A
8/6/2020 7:40,11100,11112,11099.75,11109.75,10,2534,N/A
8/6/2020 7:35,11098.75,11103.5,11094.75,11099.75,0.75,1524,N/A
8/6/2020 7:30,11078.5,11105.5,11078.5,11099,20.5,4037,N/A
8/6/2020 7:25,11076.5,11080,11069,11078.5,2.25,680,N/A
8/6/2020 7:20,11077.5,11079,11075.25,11076.25,-1.25,451,N/A
8/6/2020 7:15,11078.75,11079.75,11071.5,11077.5,-1,802,N/A
8/6/2020 7:10,11074.5,11078.5,11072.25,11078.5,3.75,624,N/A
8/6/2020 7:05,11068.75,11076.75,11064.5,11074.75,5.75,929,N/A
8/6/2020 7:00,11076.75,11077.5,11067.75,11069,-8,1095,N/A
8/6/2020 6:55,11061,11082.5,11059,11077,16.25,2447,N/A
8/6/2020 6:50,11051.75,11062.75,11051.25,11060.75,8.75,1305,N/A
8/6/2020 6:45,11071.5,11073,11051.25,11052,-20.25,1504,N/A
8/6/2020 6:40,11079,11081.5,11071.25,11072.25,-7,551,N/A
8/6/2020 6:35,11081,11082.25,11078.75,11079.25,-1.5,328,N/A
8/6/2020 6:30,11077.5,11085.25,11076.5,11080.75,2.75,1051,N/A
8/6/2020 6:25,11070.75,11078.25,11065.75,11078,7.5,762,N/A
8/6/2020 6:20,11073.75,11074.5,11070,11070.5,-3.25,388,N/A
8/6/2020 6:15,11073.75,11077,11070.25,11073.75,0,682,N/A
8/6/2020 6:10,11068,11075.75,11067,11073.75,5,794,N/A
8/6/2020 6:05,11061.5,11069,11057.5,11068.75,7.5,743,N/A
8/6/2020 6:00,11063.75,11066.75,11059.25,11061.25,-2.75,824,N/A
8/6/2020 5:55,11060,11064.5,11056.75,11064,4.5,947,N/A
8/6/2020 5:50,11074.25,11074.25,11055.25,11059.5,-15,2037,N/A
8/6/2020 5:45,11077.5,11081,11070.75,11074.5,-3.5,765,N/A
8/6/2020 5:40,11076.75,11078,11071,11078,1.5,982,N/A
8/6/2020 5:35,11078.5,11078.75,11074.25,11076.5,-1.75,554,N/A
8/6/2020 5:30,11084.25,11087,11077.25,11078.25,-6.25,991,N/A
8/6/2020 5:25,11088.5,11091.75,11083.5,11084.5,-4,331,N/A
8/6/2020 5:20,11092,11097.25,11088,11088.5,-3.5,329,N/A
8/6/2020 5:15,11092.25,11095.5,11090.25,11092,0,264,N/A
8/6/2020 5:10,11091.25,11094.5,11090,11092,0.5,220,N/A
8/6/2020 5:05,11096.25,11096.25,11089.5,11091.5,-5,247,N/A
8/6/2020 5:00,11096.25,11096.75,11089.5,11096.5,0,317,N/A
8/6/2020 4:55,11088,11098.5,11088,11096.5,8.75,296,N/A
8/6/2020 4:50,11088.75,11091.5,11086.75,11087.75,-1,292,N/A
8/6/2020 4:45,11098,11101.75,11084.75,11088.75,-9,944,N/A
8/6/2020 4:40,11099,11099.75,11094.75,11097.75,-1.5,283,N/A
8/6/2020 4:35,11095,11101.75,11093.25,11099.25,4.5,272,N/A
8/6/2020 4:30,11095.75,11098.25,11093.5,11094.75,-0.75,267,N/A
8/6/2020 4:25,11098.25,11101.75,11094.5,11095.5,-2.75,412,N/A
8/6/2020 4:20,11091.5,11099.5,11088,11098.25,7.25,374,N/A
8/6/2020 4:15,11093,11096.25,11087.75,11091,-2.25,532,N/A
8/6/2020 4:10,11096.75,11098.5,11093,11093.25,-4,224,N/A
8/6/2020 4:05,11093.75,11099.5,11093.5,11097.25,3.75,299,N/A
8/6/2020 4:00,11090,11098.25,11086.25,11093.5,2.75,625,N/A
8/6/2020 3:55,11093,11094,11087.25,11090.75,-3,382,N/A
8/6/2020 3:50,11086,11093.75,11083.25,11093.75,8.25,458,N/A
8/6/2020 3:45,11086,11088.5,11084.25,11085.5,-0.75,419,N/A
8/6/2020 3:40,11088.5,11089,11081.5,11086.25,-2.25,728,N/A
8/6/2020 3:35,11091.25,11094.25,11085.25,11088.5,-3.5,749,N/A
8/6/2020 3:30,11095,11098.75,11090.5,11092,-3.25,475,N/A
8/6/2020 3:25,11092.25,11097.75,11090.75,11095.25,3.75,587,N/A
8/6/2020 3:20,11096.5,11096.5,11088.25,11091.5,-5,593,N/A
8/6/2020 3:15,11097.75,11099.25,11089,11096.5,-1.25,888,N/A
8/6/2020 3:10,11096.25,11101.25,11094.25,11097.75,1.75,492,N/A
8/6/2020 3:05,11097.25,11098.5,11093,11096,-1.25,561,N/A
8/6/2020 3:00,11102.75,11102.75,11094.25,11097.25,-6,1135,N/A
8/6/2020 2:55,11107.25,11108.75,11102.25,11103.25,-3.75,749,N/A
8/6/2020 2:50,11110.25,11111.25,11101.5,11107,-3.25,856,N/A
8/6/2020 2:45,11114,11121.75,11108.25,11110.25,-3.75,928,N/A
8/6/2020 2:40,11120,11121,11113,11114,-6,532,N/A
8/6/2020 2:35,11120,11123.25,11116.75,11120,0,653,N/A
8/6/2020 2:30,11113,11128.5,11112.5,11120,7.25,1328,N/A
8/6/2020 2:25,11115.5,11118.5,11112.25,11112.75,-2,569,N/A
8/6/2020 2:20,11115.25,11119.5,11113.75,11114.75,-0.5,570,N/A
8/6/2020 2:15,11109.75,11120.25,11109.5,11115.25,4.25,1239,N/A
8/6/2020 2:10,11093,11114,11092.75,11111,18,1298,N/A
8/6/2020 2:05,11085,11095.75,11083.75,11093,8.25,966,N/A
8/6/2020 2:00,11092.75,11093.75,11083.5,11084.75,-8,938,N/A
8/6/2020 1:55,11084.25,11092.75,11082.5,11092.75,8.5,329,N/A
8/6/2020 1:50,11093.25,11094.25,11082.75,11084.25,-8.5,271,N/A
8/6/2020 1:45,11089.5,11096.25,11088.75,11092.75,2.5,526,N/A
8/6/2020 1:40,11090.25,11092,11085.75,11090.25,0,291,N/A
8/6/2020 1:35,11096.75,11100,11087.75,11090.25,-6.75,783,N/A
8/6/2020 1:30,11098.5,11100.75,11095.5,11097,0.25,283,N/A
8/6/2020 1:25,11094.5,11099,11094,11096.75,2.75,162,N/A
8/6/2020 1:20,11100,11100.25,11090.5,11094,-6,274,N/A
8/6/2020 1:15,11095.75,11100.5,11094.25,11100,3.75,214,N/A
8/6/2020 1:10,11099.5,11100.75,11092,11096.25,-2.25,404,N/A
8/6/2020 1:05,11097.5,11099.5,11095.25,11098.5,0.5,309,N/A
8/6/2020 1:00,11085.5,11099.5,11085.5,11098,12.5,724,N/A
8/6/2020 0:55,11092,11093.25,11083.5,11085.5,-6.5,312,N/A
8/6/2020 0:50,11095.75,11096.25,11089.5,11092,-3.75,463,N/A
8/6/2020 0:45,11084,11096.25,11083.75,11095.75,11.5,678,N/A
8/6/2020 0:40,11087.75,11088,11080,11084.25,-3.25,291,N/A
8/6/2020 0:35,11086,11089,11082,11087.5,2,331,N/A
8/6/2020 0:30,11089,11091.75,11085.5,11085.5,-3.75,242,N/A
8/6/2020 0:25,11085.25,11089.75,11084,11089.25,4,188,N/A
8/6/2020 0:20,11089.25,11093,11084,11085.25,-4.25,347,N/A
8/6/2020 0:15,11093,11094.5,11086.25,11089.5,-3,310,N/A
8/6/2020 0:10,11091.75,11093,11086.75,11092.5,1,276,N/A
8/6/2020 0:05,11086.25,11093.5,11086,11091.5,4.5,298,N/A
8/6/2020 0:00,11083.5,11092.75,11082,11087,3.5,440,N/A
8/5/2020 23:55,11084,11085.75,11082,11083.5,-1,155,N/A
8/5/2020 23:50,11085,11087.5,11084,11084.5,0,163,N/A
8/5/2020 23:45,11082.25,11086.75,11082.25,11084.5,1.5,180,N/A
8/5/2020 23:40,11082.25,11084.25,11080.25,11083,1,177,N/A
8/5/2020 23:35,11081.75,11084.25,11081,11082,0,208,N/A
8/5/2020 23:30,11079.5,11082,11076,11082,2,277,N/A
8/5/2020 23:25,11073.75,11080,11073.75,11080,6.25,238,N/A
8/5/2020 23:20,11072.75,11080.5,11068.5,11073.75,1.25,735,N/A
8/5/2020 23:15,11076.75,11079.25,11068.5,11072.5,-3.5,793,N/A
8/5/2020 23:10,11088.5,11088.5,11076,11076,-12,523,N/A
8/5/2020 23:05,11084,11088.75,11083.5,11088,4,290,N/A
8/5/2020 23:00,11082.5,11084,11080.25,11084,1.25,245,N/A
8/5/2020 22:55,11085,11086.5,11081,11082.75,-2,300,N/A
8/5/2020 22:50,11087.25,11088.25,11083,11084.75,-2.25,203,N/A
8/5/2020 22:45,11092.5,11093,11082.75,11087,-5,301,N/A
8/5/2020 22:40,11091.5,11094.5,11088,11092,1.25,158,N/A
8/5/2020 22:35,11092,11096.5,11089.25,11090.75,-1,343,N/A
8/5/2020 22:30,11084.5,11094,11081.5,11091.75,7.75,533,N/A
8/5/2020 22:25,11090.25,11094,11083,11084,-6.75,482,N/A
8/5/2020 22:20,11093.75,11094,11088,11090.75,-3,313,N/A
8/5/2020 22:15,11088,11095,11086.75,11093.75,5.5,458,N/A
8/5/2020 22:10,11087,11088.75,11085.5,11088.25,1.5,215,N/A
8/5/2020 22:05,11086,11088,11085,11086.75,0.75,294,N/A
8/5/2020 22:00,11081.25,11087,11079,11086,4,533,N/A
8/5/2020 21:55,11089.75,11092.5,11080.5,11082,-8,595,N/A
8/5/2020 21:50,11091.5,11094.75,11089,11090,-1.5,391,N/A
8/5/2020 21:45,11085,11091.5,11081.5,11091.5,6.25,856,N/A
8/5/2020 21:40,11095,11095,11083.5,11085.25,-8,503,N/A
8/5/2020 21:35,11097,11097,11090.5,11093.25,-3.5,249,N/A
8/5/2020 21:30,11096,11097.75,11090.5,11096.75,0.25,605,N/A
8/5/2020 21:25,11100.5,11100.5,11095.75,11096.5,-4,381,N/A
8/5/2020 21:20,11097.75,11101.25,11097.25,11100.5,3,389,N/A
8/5/2020 21:15,11094.5,11099.5,11093.25,11097.5,2.75,502,N/A
8/5/2020 21:10,11092.5,11096,11090,11094.75,1.25,649,N/A
8/5/2020 21:05,11106,11106,11085,11093.5,-12.75,1352,N/A
8/5/2020 21:00,11109.25,11111,11104.75,11106.25,-3,429,N/A
8/5/2020 20:55,11109,11111.25,11106.75,11109.25,0.5,402,N/A
8/5/2020 20:50,11117,11117.75,11108.75,11108.75,-8.5,511,N/A
8/5/2020 20:45,11117.25,11117.5,11113,11117.25,-0.25,555,N/A
8/5/2020 20:40,11120.75,11123,11116.25,11117.5,-3.25,714,N/A
8/5/2020 20:35,11122.5,11125.5,11118.5,11120.75,-1.75,834,N/A
8/5/2020 20:30,11124.75,11124.75,11120,11122.5,-2,409,N/A
8/5/2020 20:25,11124,11126.25,11121,11124.5,1,578,N/A
8/5/2020 20:20,11113.75,11124.75,11112.75,11123.5,10.25,728,N/A
8/5/2020 20:15,11112.5,11115.5,11110,11113.25,0.25,227,N/A
8/5/2020 20:10,11112,11115,11108.5,11113,1.5,378,N/A
8/5/2020 20:05,11112,11114.75,11111.25,11111.5,0.25,128,N/A
8/5/2020 20:00,11115.25,11117.75,11109.75,11111.25,-4,461,N/A
8/5/2020 19:55,11113.25,11116,11112.25,11115.25,1.5,278,N/A
8/5/2020 19:50,11115.5,11117,11112,11113.75,-1.5,290,N/A
8/5/2020 19:45,11114.5,11117.75,11113,11115.25,1.75,401,N/A
8/5/2020 19:40,11111,11115.75,11109.5,11113.5,3,402,N/A
8/5/2020 19:35,11112.75,11114.25,11109.5,11110.5,-2,302,N/A
8/5/2020 19:30,11116,11116.5,11112,11112.5,-2.75,281,N/A
8/5/2020 19:25,11110.25,11116.25,11107,11115.25,4.75,470,N/A
8/5/2020 19:20,11094.5,11113.5,11094.5,11110.5,16,985,N/A
8/5/2020 19:15,11092,11095.75,11092,11094.5,2.5,208,N/A
8/5/2020 19:10,11089.25,11093.5,11088.5,11092,3,163,N/A
8/5/2020 19:05,11088.75,11093.25,11087.5,11089,0,180,N/A
8/5/2020 19:00,11088.5,11092.25,11086,11089,-0.5,304,N/A
8/5/2020 18:55,11089.25,11093,11088.75,11089.5,-0.5,122,N/A
8/5/2020 18:50,11090.5,11091.75,11087.25,11090,-0.75,146,N/A
8/5/2020 18:45,11092.75,11093.25,11088,11090.75,-1,223,N/A
8/5/2020 18:40,11093.5,11094,11091.25,11091.75,-1.75,35,N/A
8/5/2020 18:35,11092,11094.25,11092,11093.5,1.75,57,N/A
8/5/2020 18:30,11097.5,11098.5,11090.75,11091.75,-5.75,131,N/A
8/5/2020 18:25,11096,11098.75,11094.75,11097.5,2.5,101,N/A
8/5/2020 18:20,11094.75,11097.25,11094,11095,1,78,N/A
8/5/2020 18:15,11096.75,11097.75,11088.5,11094,-2.5,244,N/A
8/5/2020 18:10,11094.5,11097.25,11093.25,11096.5,2.25,115,N/A
8/5/2020 18:05,11097.25,11097.25,11094.25,11094.25,-3,53,N/A
8/5/2020 18:00,11097.5,11099.5,11095,11097.25,0.25,181,N/A
8/5/2020 17:55,11097.25,11098.25,11096.5,11097,0.25,70,N/A
8/5/2020 17:50,11095.25,11097.5,11094,11096.75,1.25,132,N/A
8/5/2020 17:45,11095,11095.5,11093.25,11095.5,0.5,33,N/A
8/5/2020 17:40,11095,11097,11093.25,11095,0.25,88,N/A
8/5/2020 17:35,11096,11097,11094.75,11094.75,-1,60,N/A
8/5/2020 17:30,11096.75,11099,11095,11095.75,-0.75,166,N/A
8/5/2020 17:25,11097,11097.75,11094.25,11096.5,-0.75,114,N/A
8/5/2020 17:20,11094.5,11099.5,11093.5,11097.25,3,327,N/A
8/5/2020 17:15,11092.75,11094.5,11092.5,11094.25,0.75,105,N/A
8/5/2020 17:10,11088.5,11093.75,11088.5,11093.5,5,199,N/A
8/5/2020 17:05,11087.5,11088.75,11085,11088.5,1,176,N/A
8/5/2020 17:00,11094,11094.25,11085.5,11087.5,-8.25,319,N/A
8/5/2020 15:55,11092.75,11096.25,11092.75,11095.75,3.75,188,N/A
8/5/2020 15:50,11091.25,11092.25,11090.5,11092,1.5,137,N/A
8/5/2020 15:45,11094,11094.25,11090.5,11090.5,-3.25,288,N/A
8/5/2020 15:40,11094,11095,11091.75,11093.75,0,211,N/A
8/5/2020 15:35,11093.5,11094,11091.25,11093.75,0,237,N/A
8/5/2020 15:30,11088.25,11094.25,11086.25,11093.75,4.75,578,N/A
8/5/2020 15:10,11103.5,11105.75,11088.75,11089,-14.75,2044,N/A
8/5/2020 15:05,11104,11107.5,11102,11103.75,-0.75,1108,N/A
8/5/2020 15:00,11111.25,11112.75,11103.25,11104.5,-6.75,2638,N/A
8/5/2020 14:55,11101.5,11115,11101,11111.25,10,5967,N/A
8/5/2020 14:50,11081.25,11103.25,11070,11101.25,20.25,7365,N/A
8/5/2020 14:45,11092.75,11101.25,11080.5,11081,-11.75,3216,N/A
8/5/2020 14:40,11106,11106.5,11085.5,11092.75,-13.25,3611,N/A
8/5/2020 14:35,11110.5,11117,11103.25,11106,-4,2487,N/A
8/5/2020 14:30,11103.25,11111.25,11097.5,11110,7.25,1887,N/A
8/5/2020 14:25,11109,11111,11100,11102.75,-6.75,1775,N/A
8/5/2020 14:20,11106.5,11109.75,11101.25,11109.5,3.25,1389,N/A
8/5/2020 14:15,11103.5,11108.75,11100.75,11106.25,2.75,1289,N/A
8/5/2020 14:10,11095.5,11104.5,11093.5,11103.5,8.25,2464,N/A
8/5/2020 14:05,11111,11111.75,11094.5,11095.25,-16,2528,N/A
8/5/2020 14:00,11109.25,11112.75,11104.5,11111.25,2.25,2056,N/A
8/5/2020 13:55,11103.75,11109.25,11097,11109,5.5,2728,N/A
8/5/2020 13:50,11112.75,11113,11100.75,11103.5,-10,2202,N/A
8/5/2020 13:45,11115,11116,11109,11113.5,-1.5,2221,N/A
8/5/2020 13:40,11116.5,11117.75,11109.5,11115,-1.5,2404,N/A
8/5/2020 13:35,11120.5,11122,11116.25,11116.5,-4,1200,N/A
8/5/2020 13:30,11115.75,11121.25,11113,11120.5,4.75,1376,N/A
8/5/2020 13:25,11112.75,11116.5,11111.75,11115.75,2.75,920,N/A
8/5/2020 13:20,11110,11114.25,11108.5,11113,3,1069,N/A
8/5/2020 13:15,11111.75,11115.25,11107.5,11110,-1.5,990,N/A
8/5/2020 13:10,11114.5,11118.25,11109.75,11111.5,-3,1325,N/A
8/5/2020 13:05,11117.75,11119.5,11113.75,11114.5,-3.5,1439,N/A
8/5/2020 13:00,11112,11119.75,11111.75,11118,6,2006,N/A
8/5/2020 12:55,11107.5,11112.75,11107.25,11112,4.5,898,N/A
8/5/2020 12:50,11104.25,11112,11104.25,11107.5,3.25,1404,N/A
8/5/2020 12:45,11110.5,11110.75,11103,11104.25,-6.5,1300,N/A
8/5/2020 12:40,11113.5,11118.5,11108,11110.75,-2.75,1684,N/A
8/5/2020 12:35,11115,11117.25,11108.5,11113.5,-1.5,1526,N/A
8/5/2020 12:30,11109,11115,11105.25,11115,6.5,1850,N/A
8/5/2020 12:25,11110.75,11114.5,11106.5,11108.5,-2,1370,N/A
8/5/2020 12:20,11111.25,11111.25,11107.25,11110.5,-0.75,1254,N/A
8/5/2020 12:15,11110.75,11115,11110.25,11111.25,1,1252,N/A
8/5/2020 12:10,11105.5,11112.25,11103.5,11110.25,5.25,1708,N/A
8/5/2020 12:05,11101.5,11107,11098.75,11105,3.5,1361,N/A
8/5/2020 12:00,11102.25,11107.75,11099,11101.5,-0.5,1494,N/A
8/5/2020 11:55,11105.5,11106.5,11096.5,11102,-3.25,2625,N/A
8/5/2020 11:50,11097,11106.25,11093.25,11105.25,8.5,2091,N/A
8/5/2020 11:45,11100,11108,11096,11096.75,-3,1730,N/A
8/5/2020 11:40,11104.5,11106.5,11098,11099.75,-5.25,1923,N/A
8/5/2020 11:35,11103.75,11107.25,11094,11105,1.75,2541,N/A
8/5/2020 11:30,11093,11104.25,11090.5,11103.25,10,2283,N/A
8/5/2020 11:25,11102.5,11103,11091,11093.25,-9.25,2493,N/A
8/5/2020 11:20,11109.5,11114.25,11102.25,11102.5,-7.25,2404,N/A
8/5/2020 11:15,11108.75,11111.75,11107.25,11109.75,1.75,1459,N/A
8/5/2020 11:10,11101.25,11110.25,11100,11108,6.25,2042,N/A
8/5/2020 11:05,11100.5,11105,11091.5,11101.75,0.75,2813,N/A
8/5/2020 11:00,11090.5,11101.5,11090.5,11101,10.5,2266,N/A
8/5/2020 10:55,11095.75,11103.25,11090,11090.5,-5.5,2699,N/A
8/5/2020 10:50,11092,11100.75,11084.75,11096,4,4178,N/A
8/5/2020 10:45,11096.75,11098.25,11088.75,11092,-4.25,2499,N/A
8/5/2020 10:40,11106.25,11112,11091.5,11096.25,-10,4360,N/A
8/5/2020 10:35,11102.75,11112.25,11100.5,11106.25,3.25,2621,N/A
8/5/2020 10:30,11103,11108,11095.25,11103,0,3691,N/A
8/5/2020 10:25,11109,11113.75,11093.75,11103,-6.25,3648,N/A
8/5/2020 10:20,11107.75,11114.75,11103.75,11109.25,1,2254,N/A
8/5/2020 10:15,11114.25,11117,11107.25,11108.25,-5.75,2482,N/A
8/5/2020 10:10,11121,11128.5,11109.75,11114,-6.5,3874,N/A
8/5/2020 10:05,11121.25,11128,11117.5,11120.5,-0.5,3519,N/A
8/5/2020 10:00,11100.75,11125.5,11100,11121,20.25,4980,N/A
